13	Link to Basset Hound - 1	Basset Hound - 1 Data	QUALITY_CONTROL	https://www.bing.com/search?q=Basset Hound - 1	APPLICATION	2	2020-06-24 21:14:56.699477	2020-06-24 21:14:56.699432	f	waltz-sample	admin	f	f
14	All about Basset Hound - 1	Link to Basset Hound - 1	QUALITY_CONTROL	https://www.bing.com/search?q=Basset Hound - 1	APPLICATION	2	2020-06-24 21:14:56.699761	2020-06-24 21:14:56.699715	f	waltz-sample	admin	f	f
15	Link to Labradoodle - 2	Link to Labradoodle - 2	APPLICATION_INSTANCE	https://www.bing.com/search?q=Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.70009	2020-06-24 21:14:56.700038	f	waltz-sample	admin	f	f
16	Link to Labradoodle - 2	Docs on Labradoodle - 2	BUILD_SYSTEM	https://www.google.co.uk/search?q=Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.700799	2020-06-24 21:14:56.700752	f	waltz-sample	admin	f	f
17	Labradoodle - 2 Info	All about Labradoodle - 2	BUILD_SYSTEM	https://en.wikipedia.org/wiki/Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.701104	2020-06-24 21:14:56.701044	f	waltz-sample	admin	f	f
18	All about Labradoodle - 2	Docs on Labradoodle - 2	DOCUMENTATION	https://www.google.co.uk/search?q=Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.701417	2020-06-24 21:14:56.701364	f	waltz-sample	admin	f	f
19	Link to Labradoodle - 2	Labradoodle - 2 Data	QUALITY_CONTROL	https://www.bing.com/search?q=Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.701714	2020-06-24 21:14:56.701666	f	waltz-sample	admin	f	f
20	Docs on Labradoodle - 2	Labradoodle - 2 Data	RETIREMENT_PLAN	https://en.wikipedia.org/wiki/Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.702006	2020-06-24 21:14:56.70196	f	waltz-sample	admin	f	f
21	Docs on Labradoodle - 2	Docs on Labradoodle - 2	BUSINESS_SPECIFICATION	https://en.wikipedia.org/wiki/Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.702272	2020-06-24 21:14:56.702228	f	waltz-sample	admin	f	f
22	All about Labradoodle - 2	Labradoodle - 2 Data	ISSUE_TRACKER	https://www.google.co.uk/search?q=Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.702527	2020-06-24 21:14:56.702482	f	waltz-sample	admin	f	f
23	All about Labradoodle - 2	Labradoodle - 2 Data	SOURCE_CODE_CONTROL	https://en.wikipedia.org/wiki/Labradoodle - 2	APPLICATION	3	2020-06-24 21:14:56.702798	2020-06-24 21:14:56.702752	f	waltz-sample	admin	f	f
24	Dolphin - 3 Data	Docs on Dolphin - 3	MONITORING	https://www.google.co.uk/search?q=Dolphin - 3	APPLICATION	4	2020-06-24 21:14:56.703119	2020-06-24 21:14:56.70307	f	waltz-sample	admin	f	f
25	Dolphin - 3 Data	Dolphin - 3 Data	SOURCE_CODE_CONTROL	https://www.bing.com/search?q=Dolphin - 3	APPLICATION	4	2020-06-24 21:14:56.703393	2020-06-24 21:14:56.703348	f	waltz-sample	admin	f	f
26	Dolphin - 3 Info	Dolphin - 3 Info	BUILD_SYSTEM	https://www.bing.com/search?q=Dolphin - 3	APPLICATION	4	2020-06-24 21:14:56.703662	2020-06-24 21:14:56.703618	f	waltz-sample	admin	f	f
27	Horned Frog - 4 Data	Docs on Horned Frog - 4	ISSUE_TRACKER	https://en.wikipedia.org/wiki/Horned Frog - 4	APPLICATION	5	2020-06-24 21:14:56.704022	2020-06-24 21:14:56.703977	f	waltz-sample	admin	f	f
28	Docs on Horned Frog - 4	Horned Frog - 4 Data	BUSINESS_SPECIFICATION	https://www.google.co.uk/search?q=Horned Frog - 4	APPLICATION	5	2020-06-24 21:14:56.704193	2020-06-24 21:14:56.704163	f	waltz-sample	admin	f	f
29	Grizzly Bear - 5 Info	Grizzly Bear - 5 Data	ISSUE_TRACKER	https://www.bing.com/search?q=Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.70439	2020-06-24 21:14:56.704349	f	waltz-sample	admin	f	f
30	Docs on Grizzly Bear - 5	Docs on Grizzly Bear - 5	DOCUMENTATION	https://www.google.co.uk/search?q=Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.704694	2020-06-24 21:14:56.704648	f	waltz-sample	admin	f	f
31	Grizzly Bear - 5 Data	Grizzly Bear - 5 Data	ISSUE_TRACKER	https://www.google.co.uk/search?q=Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.705001	2020-06-24 21:14:56.704956	f	waltz-sample	admin	f	f
32	Link to Grizzly Bear - 5	Grizzly Bear - 5 Info	SOURCE_CODE_CONTROL	https://www.bing.com/search?q=Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.705256	2020-06-24 21:14:56.705211	f	waltz-sample	admin	f	f
33	Grizzly Bear - 5 Info	Grizzly Bear - 5 Data	TECHNICAL_SPECIFICATION	https://en.wikipedia.org/wiki/Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.705574	2020-06-24 21:14:56.70553	f	waltz-sample	admin	f	f
34	Grizzly Bear - 5 Data	Grizzly Bear - 5 Info	BUSINESS_SPECIFICATION	https://en.wikipedia.org/wiki/Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.705891	2020-06-24 21:14:56.705828	f	waltz-sample	admin	f	f
35	Docs on Grizzly Bear - 5	Link to Grizzly Bear - 5	SOURCE_CODE_CONTROL	https://www.google.co.uk/search?q=Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.70615	2020-06-24 21:14:56.706106	f	waltz-sample	admin	f	f
36	All about Grizzly Bear - 5	Docs on Grizzly Bear - 5	TECHNICAL_SPECIFICATION	https://www.google.co.uk/search?q=Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.70638	2020-06-24 21:14:56.706336	f	waltz-sample	admin	f	f
37	All about Grizzly Bear - 5	All about Grizzly Bear - 5	BUSINESS_SPECIFICATION	https://en.wikipedia.org/wiki/Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.706612	2020-06-24 21:14:56.706569	f	waltz-sample	admin	f	f
38	Grizzly Bear - 5 Data	Docs on Grizzly Bear - 5	MONITORING	https://en.wikipedia.org/wiki/Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.70686	2020-06-24 21:14:56.706815	f	waltz-sample	admin	f	f
39	Link to Grizzly Bear - 5	Docs on Grizzly Bear - 5	RETIREMENT_PLAN	https://www.bing.com/search?q=Grizzly Bear - 5	APPLICATION	6	2020-06-24 21:14:56.707065	2020-06-24 21:14:56.707023	f	waltz-sample	admin	f	f
40	All about Earwig - 6	Earwig - 6 Data	TECHNICAL_SPECIFICATION	https://en.wikipedia.org/wiki/Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.707309	2020-06-24 21:14:56.707265	f	waltz-sample	admin	f	f
41	Link to Earwig - 6	Earwig - 6 Info	APPLICATION_INSTANCE	https://www.google.co.uk/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.70753	2020-06-24 21:14:56.707481	f	waltz-sample	admin	f	f
42	Earwig - 6 Data	Earwig - 6 Info	BUILD_SYSTEM	https://www.bing.com/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.707778	2020-06-24 21:14:56.707735	f	waltz-sample	admin	f	f
43	Earwig - 6 Data	Earwig - 6 Info	MONITORING	https://www.bing.com/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.708067	2020-06-24 21:14:56.708023	f	waltz-sample	admin	f	f
44	Docs on Earwig - 6	Link to Earwig - 6	APPLICATION_INSTANCE	https://www.google.co.uk/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.708279	2020-06-24 21:14:56.708244	f	waltz-sample	admin	f	f
45	All about Earwig - 6	Earwig - 6 Data	BUILD_SYSTEM	https://en.wikipedia.org/wiki/Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.708457	2020-06-24 21:14:56.708423	f	waltz-sample	admin	f	f
46	Earwig - 6 Data	Earwig - 6 Info	TECHNICAL_SPECIFICATION	https://www.bing.com/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.708624	2020-06-24 21:14:56.708591	f	waltz-sample	admin	f	f
47	Link to Earwig - 6	Earwig - 6 Data	ISSUE_TRACKER	https://www.bing.com/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.708798	2020-06-24 21:14:56.70876	f	waltz-sample	admin	f	f
48	Link to Earwig - 6	Earwig - 6 Info	APPLICATION_INSTANCE	https://www.bing.com/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.708979	2020-06-24 21:14:56.708941	f	waltz-sample	admin	f	f
49	Link to Earwig - 6	Earwig - 6 Data	DOCUMENTATION	https://www.google.co.uk/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.709173	2020-06-24 21:14:56.709126	f	waltz-sample	admin	f	f
50	Earwig - 6 Info	Docs on Earwig - 6	BUSINESS_SPECIFICATION	https://en.wikipedia.org/wiki/Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.70937	2020-06-24 21:14:56.709335	f	waltz-sample	admin	f	f
51	Earwig - 6 Info	Earwig - 6 Info	TECHNICAL_SPECIFICATION	https://www.google.co.uk/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.709548	2020-06-24 21:14:56.709516	f	waltz-sample	admin	f	f
52	Link to Earwig - 6	All about Earwig - 6	APPLICATION_INSTANCE	https://www.google.co.uk/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.709729	2020-06-24 21:14:56.709695	f	waltz-sample	admin	f	f
53	All about Earwig - 6	Docs on Earwig - 6	DOCUMENTATION	https://www.bing.com/search?q=Earwig - 6	APPLICATION	7	2020-06-24 21:14:56.709919	2020-06-24 21:14:56.709884	f	waltz-sample	admin	f	f
54	All about Siberian - 7	Docs on Siberian - 7	QUALITY_CONTROL	https://en.wikipedia.org/wiki/Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.710119	2020-06-24 21:14:56.710086	f	waltz-sample	admin	f	f
55	Siberian - 7 Info	Docs on Siberian - 7	ISSUE_TRACKER	https://en.wikipedia.org/wiki/Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.710296	2020-06-24 21:14:56.710261	f	waltz-sample	admin	f	f
56	Siberian - 7 Data	Link to Siberian - 7	BUILD_SYSTEM	https://en.wikipedia.org/wiki/Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.710495	2020-06-24 21:14:56.710462	f	waltz-sample	admin	f	f
57	Siberian - 7 Info	Siberian - 7 Info	BUSINESS_SPECIFICATION	https://www.google.co.uk/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.710706	2020-06-24 21:14:56.710672	f	waltz-sample	admin	f	f
58	Siberian - 7 Data	All about Siberian - 7	DOCUMENTATION	https://www.bing.com/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.710897	2020-06-24 21:14:56.710861	f	waltz-sample	admin	f	f
59	Docs on Siberian - 7	Docs on Siberian - 7	TECHNICAL_SPECIFICATION	https://www.bing.com/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.711097	2020-06-24 21:14:56.711063	f	waltz-sample	admin	f	f
60	Link to Siberian - 7	Siberian - 7 Data	QUALITY_CONTROL	https://www.bing.com/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.71128	2020-06-24 21:14:56.711246	f	waltz-sample	admin	f	f
61	Link to Siberian - 7	Link to Siberian - 7	APPLICATION_INSTANCE	https://en.wikipedia.org/wiki/Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.711463	2020-06-24 21:14:56.711431	f	waltz-sample	admin	f	f
62	Docs on Siberian - 7	All about Siberian - 7	DOCUMENTATION	https://www.bing.com/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.711644	2020-06-24 21:14:56.711604	f	waltz-sample	admin	f	f
63	All about Siberian - 7	All about Siberian - 7	QUALITY_CONTROL	https://en.wikipedia.org/wiki/Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.711833	2020-06-24 21:14:56.71179	f	waltz-sample	admin	f	f
64	Siberian - 7 Data	Siberian - 7 Info	ISSUE_TRACKER	https://www.google.co.uk/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.712054	2020-06-24 21:14:56.712017	f	waltz-sample	admin	f	f
65	Siberian - 7 Info	Siberian - 7 Info	DOCUMENTATION	https://en.wikipedia.org/wiki/Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.712254	2020-06-24 21:14:56.712221	f	waltz-sample	admin	f	f
66	Siberian - 7 Data	Siberian - 7 Data	QUALITY_CONTROL	https://www.bing.com/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.712431	2020-06-24 21:14:56.712399	f	waltz-sample	admin	f	f
67	All about Siberian - 7	Siberian - 7 Data	TECHNICAL_SPECIFICATION	https://www.bing.com/search?q=Siberian - 7	APPLICATION	8	2020-06-24 21:14:56.712618	2020-06-24 21:14:56.712584	f	waltz-sample	admin	f	f
68	All about Australian Terrier - 8	Link to Australian Terrier - 8	BUILD_SYSTEM	https://en.wikipedia.org/wiki/Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.712833	2020-06-24 21:14:56.712798	f	waltz-sample	admin	f	f
69	Link to Australian Terrier - 8	Australian Terrier - 8 Info	DOCUMENTATION	https://www.google.co.uk/search?q=Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.713019	2020-06-24 21:14:56.712985	f	waltz-sample	admin	f	f
70	Australian Terrier - 8 Info	Link to Australian Terrier - 8	DOCUMENTATION	https://www.bing.com/search?q=Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.713198	2020-06-24 21:14:56.713164	f	waltz-sample	admin	f	f
71	Docs on Australian Terrier - 8	Australian Terrier - 8 Info	RETIREMENT_PLAN	https://www.bing.com/search?q=Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.713369	2020-06-24 21:14:56.713337	f	waltz-sample	admin	f	f
72	All about Australian Terrier - 8	Link to Australian Terrier - 8	QUALITY_CONTROL	https://www.google.co.uk/search?q=Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.713542	2020-06-24 21:14:56.71351	f	waltz-sample	admin	f	f
73	Docs on Australian Terrier - 8	Docs on Australian Terrier - 8	APPLICATION_INSTANCE	https://en.wikipedia.org/wiki/Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.713736	2020-06-24 21:14:56.713704	f	waltz-sample	admin	f	f
74	Australian Terrier - 8 Info	Link to Australian Terrier - 8	RETIREMENT_PLAN	https://www.bing.com/search?q=Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.71391	2020-06-24 21:14:56.713879	f	waltz-sample	admin	f	f
75	All about Australian Terrier - 8	Australian Terrier - 8 Data	ISSUE_TRACKER	https://www.google.co.uk/search?q=Australian Terrier - 8	APPLICATION	9	2020-06-24 21:14:56.714075	2020-06-24 21:14:56.714044	f	waltz-sample	admin	f	f
76	All about Bull Shark - 9	Docs on Bull Shark - 9	TECHNICAL_SPECIFICATION	https://www.bing.com/search?q=Bull Shark - 9	APPLICATION	10	2020-06-24 21:14:56.714259	2020-06-24 21:14:56.714227	f	waltz-sample	admin	f	f
77	Link to Bull Shark - 9	Bull Shark - 9 Info	BUILD_SYSTEM	https://en.wikipedia.org/wiki/Bull Shark - 9	APPLICATION	10	2020-06-24 21:14:56.714425	2020-06-24 21:14:56.714395	f	waltz-sample	admin	f	f
78	Docs on Bull Shark - 9	Link to Bull Shark - 9	BUSINESS_SPECIFICATION	https://www.bing.com/search?q=Bull Shark - 9	APPLICATION	10	2020-06-24 21:14:56.714578	2020-06-24 21:14:56.714548	f	waltz-sample	admin	f	f
79	All about Bull Shark - 9	Bull Shark - 9 Info	BUSINESS_SPECIFICATION	https://en.wikipedia.org/wiki/Bull Shark - 9	APPLICATION	10	2020-06-24 21:14:56.714748	2020-06-24 21:14:56.714717	f	waltz-sample	admin	f	f
80	All about Pygmy Marmoset - 10	Pygmy Marmoset - 10 Data	DOCUMENTATION	https://en.wikipedia.org/wiki/Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.714954	2020-06-24 21:14:56.714921	f	waltz-sample	admin	f	f
81	Docs on Pygmy Marmoset - 10	Docs on Pygmy Marmoset - 10	MONITORING	https://en.wikipedia.org/wiki/Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.71516	2020-06-24 21:14:56.715121	f	waltz-sample	admin	f	f
82	Pygmy Marmoset - 10 Info	Pygmy Marmoset - 10 Info	SOURCE_CODE_CONTROL	https://en.wikipedia.org/wiki/Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.715362	2020-06-24 21:14:56.715324	f	waltz-sample	admin	f	f
83	Link to Pygmy Marmoset - 10	Pygmy Marmoset - 10 Data	ISSUE_TRACKER	https://www.google.co.uk/search?q=Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.71553	2020-06-24 21:14:56.715497	f	waltz-sample	admin	f	f
84	All about Pygmy Marmoset - 10	Docs on Pygmy Marmoset - 10	SOURCE_CODE_CONTROL	https://www.bing.com/search?q=Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.715705	2020-06-24 21:14:56.715673	f	waltz-sample	admin	f	f
85	Pygmy Marmoset - 10 Info	Pygmy Marmoset - 10 Data	QUALITY_CONTROL	https://www.bing.com/search?q=Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.715896	2020-06-24 21:14:56.715861	f	waltz-sample	admin	f	f
86	Link to Pygmy Marmoset - 10	Pygmy Marmoset - 10 Data	RETIREMENT_PLAN	https://en.wikipedia.org/wiki/Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.71609	2020-06-24 21:14:56.716056	f	waltz-sample	admin	f	f
87	All about Pygmy Marmoset - 10	Pygmy Marmoset - 10 Info	APPLICATION_INSTANCE	https://www.bing.com/search?q=Pygmy Marmoset - 10	APPLICATION	11	2020-06-24 21:14:56.716264	2020-06-24 21:14:56.716231	f	waltz-sample	admin	f	f
88	Docs on Goat - 11	All about Goat - 11	MONITORING	https://en.wikipedia.org/wiki/Goat - 11	APPLICATION	12	2020-06-24 21:14:56.716455	2020-06-24 21:14:56.716418	f	waltz-sample	admin	f	f
89	All about Goat - 11	Goat - 11 Data	SOURCE_CODE_CONTROL	https://www.bing.com/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.716638	2020-06-24 21:14:56.716603	f	waltz-sample	admin	f	f
90	Docs on Goat - 11	Goat - 11 Info	QUALITY_CONTROL	https://www.bing.com/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.71679	2020-06-24 21:14:56.716756	f	waltz-sample	admin	f	f
91	Link to Goat - 11	Docs on Goat - 11	MONITORING	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.716967	2020-06-24 21:14:56.716932	f	waltz-sample	admin	f	f
92	Docs on Goat - 11	Goat - 11 Data	APPLICATION_INSTANCE	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.717145	2020-06-24 21:14:56.717111	f	waltz-sample	admin	f	f
93	Docs on Goat - 11	Docs on Goat - 11	ISSUE_TRACKER	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.717332	2020-06-24 21:14:56.717299	f	waltz-sample	admin	f	f
94	Goat - 11 Data	All about Goat - 11	BUSINESS_SPECIFICATION	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.717516	2020-06-24 21:14:56.717481	f	waltz-sample	admin	f	f
95	Docs on Goat - 11	Goat - 11 Data	QUALITY_CONTROL	https://www.bing.com/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.717698	2020-06-24 21:14:56.717664	f	waltz-sample	admin	f	f
96	Goat - 11 Data	Link to Goat - 11	APPLICATION_INSTANCE	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.717894	2020-06-24 21:14:56.717859	f	waltz-sample	admin	f	f
97	Goat - 11 Data	Goat - 11 Info	BUSINESS_SPECIFICATION	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.718076	2020-06-24 21:14:56.718042	f	waltz-sample	admin	f	f
98	All about Goat - 11	Link to Goat - 11	DOCUMENTATION	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.718263	2020-06-24 21:14:56.718227	f	waltz-sample	admin	f	f
99	Docs on Goat - 11	All about Goat - 11	BUSINESS_SPECIFICATION	https://en.wikipedia.org/wiki/Goat - 11	APPLICATION	12	2020-06-24 21:14:56.718449	2020-06-24 21:14:56.718415	f	waltz-sample	admin	f	f
100	Goat - 11 Data	Goat - 11 Info	SOURCE_CODE_CONTROL	https://www.google.co.uk/search?q=Goat - 11	APPLICATION	12	2020-06-24 21:14:56.718634	2020-06-24 21:14:56.718601	f	waltz-sample	admin	f	f
101	All about Thorny Devil - 12	Thorny Devil - 12 Info	RETIREMENT_PLAN	https://www.bing.com/search?q=Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.718839	2020-06-24 21:14:56.718803	f	waltz-sample	admin	f	f
102	Docs on Thorny Devil - 12	Thorny Devil - 12 Info	ISSUE_TRACKER	https://en.wikipedia.org/wiki/Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.719017	2020-06-24 21:14:56.718986	f	waltz-sample	admin	f	f
103	All about Thorny Devil - 12	Thorny Devil - 12 Data	TECHNICAL_SPECIFICATION	https://en.wikipedia.org/wiki/Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.719174	2020-06-24 21:14:56.719143	f	waltz-sample	admin	f	f
104	All about Thorny Devil - 12	Thorny Devil - 12 Data	APPLICATION_INSTANCE	https://en.wikipedia.org/wiki/Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.719348	2020-06-24 21:14:56.719312	f	waltz-sample	admin	f	f
105	Docs on Thorny Devil - 12	Link to Thorny Devil - 12	ISSUE_TRACKER	https://en.wikipedia.org/wiki/Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.719514	2020-06-24 21:14:56.719482	f	waltz-sample	admin	f	f
106	All about Thorny Devil - 12	Docs on Thorny Devil - 12	SOURCE_CODE_CONTROL	https://en.wikipedia.org/wiki/Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.719677	2020-06-24 21:14:56.719644	f	waltz-sample	admin	f	f
107	Thorny Devil - 12 Info	Thorny Devil - 12 Data	RETIREMENT_PLAN	https://en.wikipedia.org/wiki/Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.719863	2020-06-24 21:14:56.719832	f	waltz-sample	admin	f	f
108	Link to Thorny Devil - 12	Thorny Devil - 12 Info	DOCUMENTATION	https://en.wikipedia.org/wiki/Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.720034	2020-06-24 21:14:56.720003	f	waltz-sample	admin	f	f
109	Thorny Devil - 12 Data	Link to Thorny Devil - 12	MONITORING	https://www.google.co.uk/search?q=Thorny Devil - 12	APPLICATION	13	2020-06-24 21:14:56.720257	2020-06-24 21:14:56.720226	f	waltz-sample	admin	f	f
110	Boston Terrier - 13 Info	All about Boston Terrier - 13	TECHNICAL_SPECIFICATION	https://www.bing.com/search?q=Boston Terrier - 13	APPLICATION	14	2020-06-24 21:14:56.72043	2020-06-24 21:14:56.720398	f	waltz-sample	admin	f	f
111	Boston Terrier - 13 Data	Boston Terrier - 13 Data	BUILD_SYSTEM	https://www.google.co.uk/search?q=Boston Terrier - 13	APPLICATION	14	2020-06-24 21:14:56.720586	2020-06-24 21:14:56.720551	f	waltz-sample	admin	f	f
112	Link to Boston Terrier - 13	Boston Terrier - 13 Info	APPLICATION_INSTANCE	https://en.wikipedia.org/wiki/Boston Terrier - 13	APPLICATION	14	2020-06-24 21:14:56.720744	2020-06-24 21:14:56.720712	f	waltz-sample	admin	f	f
113	Docs on Boston Terrier - 13	All about Boston Terrier - 13	DOCUMENTATION	https://en.wikipedia.org/wiki/Boston Terrier - 13	APPLICATION	14	2020-06-24 21:14:56.720888	2020-06-24 21:14:56.720858	f	waltz-sample	admin	f	f
114	Docs on Boston Terrier - 13	Link to Boston Terrier - 13	MONITORING	https://www.bing.com/search?q=Boston Terrier - 13	APPLICATION	14	2020-06-24 21:14:56.721043	2020-06-24 21:14:56.721013	f	waltz-sample	admin	f	f
