18	Multics License	\N	Multics	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
19	Adobe Glyph List License	\N	Adobe-Glyph	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
20	Creative Commons Attribution 2.5 Generic	\N	CC-BY-2.5	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
21	CMU License	\N	MIT-CMU	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
22	Creative Commons Attribution No Derivatives 4.0 International	\N	CC-BY-ND-4.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
23	Eclipse Public License 2.0	\N	EPL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
24	GNU Library General Public License v2 only	\N	LGPL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
25	TORQUE v2.5+ Software License v1.1	\N	TORQUE-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
26	GNU Library General Public License v2 only	\N	LGPL-2.0-only	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
27	Netizen Open Source License	\N	NOSL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
28	Unicode License Agreement - Data Files and Software (2015)	\N	Unicode-DFS-2015	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
29	ODC Open Database License v1.0	\N	ODbL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
30	Educational Community License v1.0	\N	ECL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
31	Open LDAP Public License v2.2	\N	OLDAP-2.2	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
32	Zope Public License 2.1	\N	ZPL-2.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
33	MIT No Attribution	\N	MIT-0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
34	Server Side Public License, v 1	\N	SSPL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
35	Creative Commons Attribution Share Alike 2.0 Generic	\N	CC-BY-SA-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
36	Haskell Language Report License	\N	HaskellReport	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
37	BitTorrent Open Source License v1.1	\N	BitTorrent-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
38	GNU Lesser General Public License v2.1 only	\N	LGPL-2.1-only	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
39	SugarCRM Public License v1.1.3	\N	SugarCRM-1.1.3	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
40	LaTeX Project Public License v1.0	\N	LPPL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
41	Creative Commons Attribution Non Commercial Share Alike 1.0 Generic	\N	CC-BY-NC-SA-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
42	GNU Free Documentation License v1.3 or later	\N	GFDL-1.3-or-later	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
43	Amazon Digital Services License	\N	ADSL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
44	Creative Commons Attribution No Derivatives 1.0 Generic	\N	CC-BY-ND-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
45	BSD 4-Clause "Original" or "Old" License	\N	BSD-4-Clause	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
46	Dotseqn License	\N	Dotseqn	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
47	Creative Commons Attribution Non Commercial No Derivatives 2.5 Generic	\N	CC-BY-NC-ND-2.5	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
48	Open LDAP Public License v2.7	\N	OLDAP-2.7	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
49	Sendmail License	\N	Sendmail	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
50	TCP Wrappers License	\N	TCP-wrappers	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
51	Standard ML of New Jersey License	\N	SMLNJ	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
52	BSD-2-Clause Plus Patent License	\N	BSD-2-Clause-Patent	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
53	CUA Office Public License v1.0	\N	CUA-OPL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
54	Attribution Assurance License	\N	AAL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
166	Apple MIT License	\N	AML	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
55	Licence Libre du Qu├®bec ÔÇô Permissive version 1.1	\N	LiLiQ-P-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
56	Open Software License 1.0	\N	OSL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
57	IBM PowerPC Initialization and Boot Software	\N	IBM-pibs	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
58	Spencer License 94	\N	Spencer-94	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
59	GNU General Public License v3.0 w/GCC Runtime Library exception	\N	GPL-3.0-with-GCC-exception	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
60	GNU Lesser General Public License v2.1 only	\N	LGPL-2.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
61	zlib License	\N	Zlib	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
62	GNU Free Documentation License v1.1	\N	GFDL-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
63	Sun Industry Standards Source License v1.1	\N	SISSL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
64	Plexus Classworlds License	\N	Plexus	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
65	Zimbra Public License v1.4	\N	Zimbra-1.4	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
66	Beerware License	\N	Beerware	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
67	Reciprocal Public License 1.5	\N	RPL-1.5	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
68	LaTeX Project Public License v1.1	\N	LPPL-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
69	Zope Public License 2.0	\N	ZPL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
70	enna License	\N	MIT-enna	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
71	Zed License	\N	Zed	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
72	Eiffel Forum License v1.0	\N	EFL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
73	Artistic License 1.0	\N	Artistic-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
74	feh License	\N	MIT-feh	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
75	Norwegian Licence for Open Government Data	\N	NLOD-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
76	Entessa Public License v1.0	\N	Entessa	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
77	eCos license version 2.0	\N	eCos-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
78	Matrix Template Library License	\N	MTLL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
79	GNU Affero General Public License v3.0 only	\N	AGPL-3.0-only	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
80	Creative Commons Attribution 4.0 International	\N	CC-BY-4.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
81	SQLite Blessing	\N	blessing	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
82	Lesser General Public License For Linguistic Resources	\N	LGPLLR	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
83	Academic Free License v2.1	\N	AFL-2.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
84	MakeIndex License	\N	MakeIndex	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
85	Artistic License 1.0 (Perl)	\N	Artistic-1.0-Perl	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
86	Open LDAP Public License v2.3	\N	OLDAP-2.3	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
87	GNU Library General Public License v2 or later	\N	LGPL-2.0-or-later	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
88	dvipdfm License	\N	dvipdfm	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
89	PHP License v3.01	\N	PHP-3.01	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
90	DSDP License	\N	DSDP	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
91	Academic Free License v2.0	\N	AFL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
92	BSD 3-Clause No Nuclear Warranty	\N	BSD-3-Clause-No-Nuclear-Warranty	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
93	Licence Art Libre 1.3	\N	LAL-1.3	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
94	GNU Library General Public License v2.1 or later	\N	LGPL-2.1+	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
95	Simple Public License 2.0	\N	SimPL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
96	ImageMagick License	\N	ImageMagick	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
97	ISC License	\N	ISC	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
98	Ruby License	\N	Ruby	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
99	Open Software License 2.0	\N	OSL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
100	Open LDAP Public License v2.8	\N	OLDAP-2.8	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
101	copyleft-next 0.3.1	\N	copyleft-next-0.3.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
102	GNU Lesser General Public License v3.0 only	\N	LGPL-3.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
103	Crossword License	\N	Crossword	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
104	Creative Commons Attribution Non Commercial Share Alike 2.0 Generic	\N	CC-BY-NC-SA-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
105	GNU General Public License v2.0 only	\N	GPL-2.0-only	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
106	Adaptive Public License 1.0	\N	APL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
107	GNU General Public License v2.0 w/Classpath exception	\N	GPL-2.0-with-classpath-exception	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
108	Sax Public Domain Notice	\N	SAX-PD	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
109	BSD 3-Clause Open MPI variant	\N	BSD-3-Clause-Open-MPI	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
110	MIT License	\N	MIT	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
167	Saxpath License	\N	Saxpath	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
111	Open Government Licence v2.0	\N	OGL-UK-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
112	Open Government Licence v3.0	\N	OGL-UK-3.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
113	Condor Public License v1.1	\N	Condor-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
114	Common Development and Distribution License 1.0	\N	CDDL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
115	GNU General Public License v3.0 or later	\N	GPL-3.0-or-later	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
116	JasPer License	\N	JasPer-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
117	Nethack General Public License	\N	NGPL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
118	xinetd License	\N	xinetd	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
119	X.Net License	\N	Xnet	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
120	Community Data License Agreement Permissive 1.0	\N	CDLA-Permissive-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
121	Creative Commons Attribution Non Commercial 3.0 Unported	\N	CC-BY-NC-3.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
122	SGI Free Software License B v1.1	\N	SGI-B-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
123	W3C Software Notice and License (2002-12-31)	\N	W3C	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
124	W3C Software Notice and License (1998-07-20)	\N	W3C-19980720	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
125	Common Public Attribution License 1.0	\N	CPAL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
126	Lucent Public License v1.02	\N	LPL-1.02	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
127	LaTeX Project Public License v1.3a	\N	LPPL-1.3a	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
128	GNU General Public License v3.0 only	\N	GPL-3.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
129	CeCILL Free Software License Agreement v1.0	\N	CECILL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
130	Sun Industry Standards Source License v1.2	\N	SISSL-1.2	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
131	FSF All Permissive License	\N	FSFAP	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
132	GNU General Public License v2.0 w/Font exception	\N	GPL-2.0-with-font-exception	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
133	The Unlicense	\N	Unlicense	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
134	Open Market License	\N	OML	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
135	Eiffel Forum License v2.0	\N	EFL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
136	Reciprocal Public License 1.1	\N	RPL-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
137	Ricoh Source Code Public License	\N	RSCPL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
138	Sybase Open Watcom Public License 1.0	\N	Watcom-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
139	Leptonica License	\N	Leptonica	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
140	Python License 2.0	\N	Python-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
141	Apple Public Source License 1.1	\N	APSL-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
142	gnuplot License	\N	gnuplot	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
143	Open LDAP Public License v2.6	\N	OLDAP-2.6	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
144	zlib/libpng License with Acknowledgement	\N	zlib-acknowledgement	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
145	Affero General Public License v1.0 only	\N	AGPL-1.0-only	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
146	CeCILL Free Software License Agreement v2.0	\N	CECILL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
147	Open CASCADE Technology Public License	\N	OCCT-PL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
148	BSD Protection License	\N	BSD-Protection	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
149	MIT +no-false-attribs license	\N	MITNFA	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
150	GNU Free Documentation License v1.3	\N	GFDL-1.3	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
151	Educational Community License v2.0	\N	ECL-2.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
152	Open LDAP Public License v2.0.1	\N	OLDAP-2.0.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
153	GNU Library General Public License v2 or later	\N	LGPL-2.0+	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
154	Creative Commons Attribution Non Commercial No Derivatives 4.0 International	\N	CC-BY-NC-ND-4.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
155	GNU General Public License v1.0 only	\N	GPL-1.0-only	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
156	Creative Commons Attribution 1.0 Generic	\N	CC-BY-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
157	LaTeX Project Public License v1.2	\N	LPPL-1.2	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
158	Eurosym License	\N	Eurosym	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
159	Universal Permissive License v1.0	\N	UPL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
160	EU DataGrid Software License	\N	EUDatagrid	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
161	CNRI Jython License	\N	CNRI-Jython	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
162	Licence Libre du Qu├®bec ÔÇô R├®ciprocit├® forte version 1.1	\N	LiLiQ-Rplus-1.1	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
163	BSD Source Code Attribution	\N	BSD-Source-Code	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
164	GL2PS License	\N	GL2PS	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
165	GNU General Public License v2.0 or later	\N	GPL-2.0+	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
168	Open Software License 3.0	\N	OSL-3.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
169	NRL License	\N	NRL	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
170	Spencer License 86	\N	Spencer-86	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
171	Eclipse Public License 1.0	\N	EPL-1.0	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
172	Open LDAP Public License 2.2.2	\N	OLDAP-2.2.2	PENDING_APPROVAL	admin	2020-06-24 21:15:10.535289	admin	2020-06-24 21:15:10.535289	spdx
