20220606-6085-2	woodjes	db.changelog-1.42.xml	2022-06-06 17:11:46.337474	927	EXECUTED	8:4b5db83b6f9df1d8fad98053d9f73e84	addForeignKeyConstraint baseTableName=aggregate_overlay_diagram_preset, constraintName=agg_overlay_diag_preset_diag_id_fkey, referencedTableName=aggregate_overlay_diagram	6085: Add fk to aggregate_overlay_diagram_preset	\N	3.10.3	\N	\N	4531907893
20220606-6074-1	davidwatkins73	db.changelog-1.42.xml	2022-06-14 13:29:08.967257	928	EXECUTED	8:a0b8f5a5f06cd455f07e8f2475dd59e9	addColumn tableName=assessment_rating	6074: read only assessment ratings	\N	3.10.3	\N	\N	5209748411
20220606-6074-2	davidwatkins73	db.changelog-1.42.xml	2022-06-14 13:29:08.987365	929	EXECUTED	8:23a06c9df2e8a751964898565cfe8b25	setColumnRemarks columnName=is_readonly, tableName=assessment_rating		\N	3.10.3	\N	\N	5209748411
v1-42-tag	davidwatkins73	db.changelog-1.43.xml	2022-07-15 17:11:44.920681	930	EXECUTED	8:3e6346579018de44023b606951921114	tagDatabase		v1.42	3.10.3	\N	\N	7901504591
20220711-6133-1	davidwatkins73	db.changelog-1.43.xml	2022-07-15 17:11:44.98304	931	EXECUTED	8:172c73c2b8f6c418f08186e6e51b006b	addColumn tableName=assessment_definition; addColumn tableName=assessment_definition; addColumn tableName=assessment_definition		\N	3.10.3	\N	\N	7901504591
20220711-6133-2	davidwatkins73	db.changelog-1.43.xml	2022-07-15 17:11:45.00614	932	EXECUTED	8:b88648114101d08e42d3791ff6d976b4	addColumn tableName=report_grid_column_definition; addColumn tableName=report_grid_column_definition		\N	3.10.3	\N	\N	7901504591
20220711-6133-3	davidwatkins73	db.changelog-1.43.xml	2022-07-15 17:11:45.02089	933	EXECUTED	8:20c22236fa42602736f545dadbda3b36	addColumn tableName=aggregate_overlay_diagram_instance		\N	3.10.3	\N	\N	7901504591
20220711-6133-4	davidwatkins73	db.changelog-1.43.xml	2022-07-15 17:11:45.037409	934	EXECUTED	8:f534ead3dc66ff1ad6ea67a1ef61e8fe	addColumn tableName=physical_flow		\N	3.10.3	\N	\N	7901504591
20220711-6133-5	davidwatkins73	db.changelog-1.43.xml	2022-07-15 17:11:45.065368	935	EXECUTED	8:8cb8d286b25e1951c70cc326db5361bd	setColumnRemarks columnName=name, tableName=physical_flow; setColumnRemarks columnName=snapshot_data, tableName=aggregate_overlay_diagram_instance; setColumnRemarks columnName=definition_group, tableName=assessment_definition; setColumnRemarks col...		\N	3.10.3	\N	\N	7901504591
20220711-6133-6	davidwatkins73	db.changelog-1.43.xml	2022-07-25 14:08:05.21696	936	EXECUTED	8:443e5ae211a70ba8e1c3c8a2f7dc29c8	addColumn tableName=permission_group_entry; renameColumn newColumnName=entity_id, oldColumnName=application_id, tableName=permission_group_entry; dropDefaultValue columnName=entity_kind, tableName=permission_group_entry		\N	3.10.3	\N	\N	8754484630
20220711-6133-7	davidwatkins73	db.changelog-1.43.xml	2022-07-25 14:08:05.24117	937	EXECUTED	8:9dfb69c8ea1b158faab68c8f3b0632a3	setTableRemarks tableName=permission_group_entry; setColumnRemarks columnName=entity_kind, tableName=permission_group_entry; setColumnRemarks columnName=entity_id, tableName=permission_group_entry		\N	3.10.3	\N	\N	8754484630
20220719-6139-1	woodjes	db.changelog-1.43.xml	2022-07-25 14:08:05.256438	938	EXECUTED	8:1936b66b0b145aa5d9c15a51bcff71aa	insert tableName=role		\N	3.10.3	\N	\N	8754484630
20220727-6167-1	davidwatkins73	db.changelog-1.43.xml	2022-07-28 09:21:10.832621	939	EXECUTED	8:de6e44b6975867c79be887ef5eea81cf	delete tableName=enum_value		\N	3.10.3	\N	\N	8996470395
20220727-6167-2	davidwatkins73	db.changelog-1.43.xml	2022-07-28 09:21:10.883908	940	EXECUTED	8:092cd226f53da1ecff5ff936b4f33719	insert tableName=enum_value; insert tableName=enum_value; insert tableName=enum_value; insert tableName=enum_value; insert tableName=enum_value; insert tableName=enum_value; insert tableName=enum_value; insert tableName=enum_value; insert tableNam...		\N	3.10.3	\N	\N	8996470395
v1-43-tag	davidwatkins73	db.changelog-1.44.xml	2022-08-02 19:55:54.640094	941	EXECUTED	8:09089f9cc6c15390bacce01ff0195028	tagDatabase		v1.43	3.10.3	\N	\N	9466554136
20220801-6103-1	davidwatkins73	db.changelog-1.44.xml	2022-08-02 19:55:54.680888	942	EXECUTED	8:2f4102286590c43b5c70f21c96675a36	dropIndex indexName=idx_rgcd_entity_ref_report_grid_id, tableName=report_grid_column_definition; createIndex indexName=idx_rgcd_entity_ref_report_grid_id, tableName=report_grid_column_definition		\N	3.10.3	\N	\N	9466554136
20220823-6192-1	woodjes	db.changelog-1.44.xml	2022-08-26 22:20:32.599644	943	EXECUTED	8:f044a911915e73a55b3c8db846cf8ef0	insert tableName=entity_field_reference; insert tableName=entity_field_reference; insert tableName=entity_field_reference		\N	3.10.3	\N	\N	1548832074
20220824-6192-2	woodjes	db.changelog-1.44.xml	2022-08-26 22:20:32.624366	944	EXECUTED	8:cefc72215d4e1b6e81809e12728e41c4	insert tableName=entity_field_reference; insert tableName=entity_field_reference		\N	3.10.3	\N	\N	1548832074
20220824-6192-3	woodjes	db.changelog-1.44.xml	2022-08-26 22:20:32.641308	945	EXECUTED	8:b5ff012ef27a09e2b31e04bf9f7fabc5	insert tableName=entity_field_reference		\N	3.10.3	\N	\N	1548832074
v1-44-tag	davidwatkins73	db.changelog-1.45.xml	2022-09-09 09:17:48.937211	946	EXECUTED	8:9b0f993b8d1eb5727043a24cd564ce67	tagDatabase		v1.44	3.10.3	\N	\N	2711472876
20220914-6221-1	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.738907	947	EXECUTED	8:ed4d6bd7e3f9c18dabd20c13f79c8fd2	createTable tableName=report_grid_derived_column_definition	6221: Report Grid: Add derived column table	\N	3.10.3	\N	\N	3694208026
20220914-6221-2	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.766574	948	EXECUTED	8:5607f00328bfbd899adb9036aa01b9a9	addForeignKeyConstraint baseTableName=report_grid_derived_column_definition, constraintName=report_derived_column_report_grid_fk, referencedTableName=report_grid	6221: Report Grid: Add derived column table	\N	3.10.3	\N	\N	3694208026
20220914-6221-3	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.784951	949	EXECUTED	8:5de26593569cc2fe77ed76e6c3145b95	renameTable newTableName=report_grid_fixed_column_definition, oldTableName=report_grid_column_definition	6221: Report Grid: Rename Col Defn table to Fixed Column Definition	\N	3.10.3	\N	\N	3694208026
20220518-6221-4	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.807752	950	EXECUTED	8:81d5477d2826c1a88eede5b04320f2ff	dropDefaultValue columnName=column_usage_kind, tableName=report_grid_fixed_column_definition		\N	3.10.3	\N	\N	3694208026
20220914-6221-5	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.827775	951	EXECUTED	8:0f194b065a5828e7016020c8629bb822	dropColumn columnName=column_usage_kind, tableName=report_grid_fixed_column_definition	6221: Report Grid: Drop usage kind from column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-6	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.847597	952	EXECUTED	8:59d4c5f024b3e5bf1dce4b0bac35681a	dropForeignKeyConstraint baseTableName=report_grid_fixed_column_definition, constraintName=report_column_report_grid_fk	6221: Report Grid: Rename FK on fixed column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-7	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.869019	953	EXECUTED	8:d8429f7db822a10ee6a09a1a7da59608	addForeignKeyConstraint baseTableName=report_grid_fixed_column_definition, constraintName=report_fixed_column_report_grid_fk, referencedTableName=report_grid	6221: Report Grid: Rename FK on fixed column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-8	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.894973	954	EXECUTED	8:9fa699918ae4a80941aa0bafbada9dd8	dropIndex indexName=idx_rgcd_entity_ref_report_grid_id, tableName=report_grid_fixed_column_definition; createIndex indexName=idx_rgfcd_entity_ref_report_grid_id, tableName=report_grid_fixed_column_definition	6221: Report Grid: Rename index on fixed column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-9	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.913894	955	EXECUTED	8:3c3e3c75fa765c86f8cb0f4d428f0c0e	createIndex indexName=idx_rgdcd_entity_ref_report_grid_id, tableName=report_grid_derived_column_definition	6221: Report Grid: Create index on derived column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-10	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.943068	956	EXECUTED	8:384a91f5f15c36d7ed2ab820614a4a22	dropPrimaryKey constraintName=report_grid_column_defn_pkey, tableName=report_grid_fixed_column_definition; addPrimaryKey constraintName=report_grid_fixed_column_defn_pkey, tableName=report_grid_fixed_column_definition	6221: Report Grid: Rename PK on fixed column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-11	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.958982	957	EXECUTED	8:630e9872ad1ba15899424de22c8be9da	addColumn tableName=report_grid_fixed_column_definition	6221: Report Grid: Add external id to fixed column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-12	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.975327	958	EXECUTED	8:bab59e58c12e52a23fd2caa9d8c05b4e	addColumn tableName=report_grid_derived_column_definition	6221: Report Grid: Add external id to derived column defn	\N	3.10.3	\N	\N	3694208026
20220914-6221-13	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:48.990186	959	EXECUTED	8:b61dde17e844e73f636fa089fe73b09c	renameColumn newColumnName=derivation_script, oldColumnName=script, tableName=report_grid_derived_column_definition	6221: Report Grid: Rename script on derived column to derivation script	\N	3.10.3	\N	\N	3694208026
20220518-6221-14	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:49.006545	960	EXECUTED	8:7b25c21722eb5d77b1955ded9edeadba	dropDefaultValue columnName=position, tableName=report_grid_fixed_column_definition		\N	3.10.3	\N	\N	3694208026
20220914-6221-15a	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:49.029837	961	EXECUTED	8:282d45a622343f4624f39989583f370e	createTable tableName=report_grid_column_definition	6221: Report Grid: Add column defn table	\N	3.10.3	\N	\N	3694208026
20220914-6221-21	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:49.045779	962	EXECUTED	8:53ef98f9f2d9ee62c50b52162c8a00fc	addColumn tableName=report_grid_fixed_column_definition	6221: Report Grid: Migrate column ids and position from fixed column to col defn table	\N	3.10.3	\N	\N	3694208026
20220914-6221-22	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:49.073787	963	EXECUTED	8:afc62e3dbab5211b4d9c2b7af3bc01fa	sql	6221: Report Grid: Migrate column ids and position from fixed column to col defn table	\N	3.10.3	\N	\N	3694208026
20220914-6221-23	woodjes	db.changelog-1.45.xml	2022-09-20 18:16:49.088523	964	EXECUTED	8:542a4f16bebec470e214ffde3366056b	addNotNullConstraint columnName=grid_column_id, tableName=report_grid_fixed_column_definition	6221: Report Grid: Migrate column ids and position from fixed column to col defn table	\N	3.10.3	\N	\N	3694208026
20220914-6221-18	woodjes	db.changelog-1.45.xml	2022-09-20 18:26:49.631064	965	EXECUTED	8:52c2b24c28ea2f0444fa55b2b87bb2f2	dropIndex indexName=idx_rgfcd_entity_ref_report_grid_id, tableName=report_grid_fixed_column_definition	6221: Report Grid: Migrate column ids and position from fixed column to col defn table	\N	3.10.3	\N	\N	3694809149
20220914-6221-19	woodjes	db.changelog-1.45.xml	2022-09-20 18:26:49.650487	966	EXECUTED	8:d4d37cbb2df3120062ca139a9c61f230	dropForeignKeyConstraint baseTableName=report_grid_fixed_column_definition, constraintName=report_fixed_column_report_grid_fk	6221: Report Grid: Drop FK on fixed column defn	\N	3.10.3	\N	\N	3694809149
20220914-6221-20	woodjes	db.changelog-1.45.xml	2022-09-20 18:26:49.667796	967	EXECUTED	8:6704316cc558f3ce40987eccbb4509fc	dropColumn columnName=report_grid_id, tableName=report_grid_fixed_column_definition; dropColumn columnName=position, tableName=report_grid_fixed_column_definition	6221: Report Grid: Migrate column ids and position from fixed column to col defn table	\N	3.10.3	\N	\N	3694809149
20220914-6221-24	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.68003	968	EXECUTED	8:c8ec78b57b5c98b25c7d8a8bb2779274	addForeignKeyConstraint baseTableName=report_grid_fixed_column_definition, constraintName=fixed_column_grid_column_id_fk, referencedTableName=report_grid_column_definition	5107: Report Grid - add foreign key from report column back to report	\N	3.10.3	\N	\N	7856837085
20220914-6221-25	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.705358	969	EXECUTED	8:9c796ff35b7213248e60bd5da65566be	dropForeignKeyConstraint baseTableName=report_grid_derived_column_definition, constraintName=report_derived_column_report_grid_fk	6221: Report Grid: Drop FK on derived column defn	\N	3.10.3	\N	\N	7856837085
20220518-6221-26	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.724419	970	EXECUTED	8:5add5ca9778ae75cac5210e889153142	dropDefaultValue columnName=position, tableName=report_grid_derived_column_definition		\N	3.10.3	\N	\N	7856837085
20220914-6221-27	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.743012	971	EXECUTED	8:0e33bd547d739c8fe923c88ad39d044a	dropIndex indexName=idx_rgdcd_entity_ref_report_grid_id, tableName=report_grid_derived_column_definition	6221: Report Grid: Migrate column ids and position from fixed column to col defn table	\N	3.10.3	\N	\N	7856837085
20220914-6221-28	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.759874	972	EXECUTED	8:f915b8a3f771faaff31e127328fbb124	dropColumn columnName=report_grid_id, tableName=report_grid_derived_column_definition; dropColumn columnName=position, tableName=report_grid_derived_column_definition	6221: Report Grid: Migrate column ids and position from derived column to col defn table	\N	3.10.3	\N	\N	7856837085
20220914-6221-29	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.77748	973	EXECUTED	8:69b4b3cca88be4488e0df83c51ba440b	addColumn tableName=report_grid_derived_column_definition	6221: Report Grid: Migrate column ids and position from derived column to col defn table	\N	3.10.3	\N	\N	7856837085
20220914-6221-30	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.8029	974	EXECUTED	8:e6294d8a3ecf48038169fc8e3e875e0c	sql	6221: Report Grid: Migrate column ids and position from derived column to col defn table	\N	3.10.3	\N	\N	7856837085
20220914-6221-31	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.819581	975	EXECUTED	8:11ea5e9d5ff59d503e69fde35f617858	addNotNullConstraint columnName=grid_column_id, tableName=report_grid_derived_column_definition	6221: Report Grid: Migrate column ids and position from derived column to col defn table	\N	3.10.3	\N	\N	7856837085
20220914-6221-32	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.836697	976	EXECUTED	8:2529b4cee122c4cdf79c1651b49b1b68	addForeignKeyConstraint baseTableName=report_grid_derived_column_definition, constraintName=derived_column_grid_column_id_fk, referencedTableName=report_grid_column_definition	5107: Report Grid - add foreign key from report column back to report	\N	3.10.3	\N	\N	7856837085
20220926-6217-1	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.858735	977	EXECUTED	8:d3bf30bf3de44e1f6dd3007b9d742bbc	insert tableName=entity_field_reference; insert tableName=entity_field_reference; insert tableName=entity_field_reference		\N	3.10.3	\N	\N	7856837085
20221012-6221-33	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.877302	978	EXECUTED	8:3aa2e2832c6df53b57af559d510645bc	addForeignKeyConstraint baseTableName=report_grid_column_definition, constraintName=rgcd_report_grid_id_rg_id_fk, referencedTableName=report_grid	6221: Report Grid - add foreign key from report column back to report	\N	3.10.3	\N	\N	7856837085
20221007-6249-1a	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.903086	979	EXECUTED	8:ca4b76fbba4c40e59ba9ea3857fa3a65	createIndex indexName=idx_inv_kind_ext_id_uniq, tableName=involvement_kind	6249: Involvement Kind: add unique index	\N	3.10.3	\N	\N	7856837085
20221025-6268-1	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.917569	980	EXECUTED	8:b04e6e91195f9955a9e631a38848a1de	insert tableName=role	6268: Roles: add physical spec editor role	\N	3.10.3	\N	\N	7856837085
20221019-6219-1	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.929314	981	EXECUTED	8:936009d1a1750c1879471944b39771cd	renameColumn newColumnName=additional_column_options, oldColumnName=rating_rollup_rule, tableName=report_grid_fixed_column_definition	6219: Report Grid - rename rating_rollup_rule column to column_options	\N	3.10.3	\N	\N	7856837085
20221019-6261-1	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.941491	982	EXECUTED	8:ba7ec30fe50b04b057b236604b2555ed	insert tableName=role	6219: Roles - add ACTOR_ADMIN system roles	\N	3.10.3	\N	\N	7856837085
20221019-6261-2	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.952151	983	EXECUTED	8:a03c133e75a360f8dd9a36e980545379	update tableName=report_grid_fixed_column_definition	6219: Report Grid - rename rating_rollup_rule column to column_options	\N	3.10.3	\N	\N	7856837085
20221019-6261-3	woodjes	db.changelog-1.45.xml	2022-11-07 21:33:57.969769	984	EXECUTED	8:af64152a6a100613a0c25fa145077007	createIndex indexName=idx_entity_named_note_type_ext_id, tableName=entity_named_note_type	6219: Entity Named Note - create unique index on external id	\N	3.10.3	\N	\N	7856837085
20221025-6228-1	davidwatkins73	db.changelog-1.45.xml	2022-11-07 21:33:57.983892	985	EXECUTED	8:1acdf8e9b8fd7d5df78004eb4fe5b15d	insert tableName=entity_named_note_type		\N	3.10.3	\N	\N	7856837085
20221025-6228-2	davidwatkins73	db.changelog-1.45.xml	2022-11-07 21:33:57.998166	986	EXECUTED	8:dc122377b29f2e46a5e77dffc7eaba04	insert tableName=settings		\N	3.10.3	\N	\N	7856837085
v1-45-tag	davidwatkins73	db.changelog-1.46.xml	2022-11-08 21:33:43.729196	987	EXECUTED	8:04517b7e6677f61e9211b8825296c370	tagDatabase		v1.45	3.10.3	\N	\N	7943225387
20160905-427-1	kamransaleem	db.changelog-1.0.xml	2020-06-24 22:12:34.287801	161	EXECUTED	8:b69f94bdbdb1c041d0a1c210dae5d1dd	addColumn tableName=application		\N	3.5.1	\N	\N	3033144093
20170207-1497-2	dwatkins	db.changelog-1.2.xml	2020-06-24 22:12:41.572661	258	EXECUTED	8:534d165b9a7404844e37b2b522bc41dd	sql; sql; sql; sql; sql		\N	3.5.1	\N	\N	3033144093
20160621-230-2	kamransaleem	db.changelog-1.0.xml	2020-06-24 22:12:32.062291	113	EXECUTED	8:d740148c1f3ab04b4b2e19b398c5754e	createTable tableName=entity_statistic_value		\N	3.5.1	\N	\N	3033144093
20160608-190-8	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:31.203186	102	EXECUTED	8:88d2df9f89c719fe5c1e8043b9d456f3	dropNotNullConstraint columnName=description, tableName=perspective_measurable		\N	3.5.1	\N	\N	3033144093
20151129-tbl-13	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:25.320083	13	EXECUTED	8:cd48dfcc01f2395ceceeb251a9efb2f0	createTable tableName=person_hierarchy		\N	3.5.1	\N	\N	3033144093
20151129-pk-25	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:25.887912	27	EXECUTED	8:22a265bc019ce85956660b4120f77ef6	addPrimaryKey constraintName=organisational_unit_pkey, tableName=organisational_unit		\N	3.5.1	\N	\N	3033144093
20151129-rd-1	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:26.616773	39	EXECUTED	8:513ed09f31aaca3c3a3be890b34f1bd4	insert tableName=user; insert tableName=user_role		\N	3.5.1	\N	\N	3033144093
20160105-tbl-1	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:26.988827	49	EXECUTED	8:1e51ada6e22dcd33aadc9e9bf777d29c	modifyDataType columnName=svg, tableName=svg_diagram		\N	3.5.1	\N	\N	3033144093
20160206-43-3	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:27.65146	57	EXECUTED	8:39d1f83755fe2875fe77a448526a68fb	createTable tableName=application_group_member		\N	3.5.1	\N	\N	3033144093
20160215-68-1	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:28.317826	61	EXECUTED	8:a7a718f8585c42015aa9708e20e10c26	addColumn tableName=application; addColumn tableName=asset_cost; addColumn tableName=authoritative_source; addColumn tableName=bookmark; addColumn tableName=end_user_application; addColumn tableName=data_flow; addColumn tableName=involvement; addC...		\N	3.5.1	\N	\N	3033144093
20160526-178-1	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:30.533765	85	EXECUTED	8:35aeac53d0c874d9a8046eebcf7ae67c	createTable tableName=complexity_score; addPrimaryKey constraintName=complexity_score_pkey, tableName=complexity_score		\N	3.5.1	\N	\N	3033144093
20180913-3381-1	kamransaleem	db.changelog-1.13.xml	2020-06-24 22:12:53.022156	437	EXECUTED	8:2f92c30136d1395113aaf2d1e83220bb	dropNotNullConstraint columnName=description, tableName=flow_diagram		\N	3.5.1	\N	\N	3033144093
20180913-3273-1	kamransaleem	db.changelog-1.13.xml	2020-06-24 22:12:53.14572	440	EXECUTED	8:e6f9968c765a3ec63e3c512a5c41a9ad	addColumn tableName=attestation_run	3273: Attestation run - include attested kind and id	\N	3.5.1	\N	\N	3033144093
20160628-251-1	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:32.356044	120	EXECUTED	8:c09cf09d67d9ae4c8a0de9c1d0f0d42e	createIndex indexName=idx_change_log_user_id, tableName=change_log		\N	3.5.1	\N	\N	3033144093
2016072-312-8	dwatkins	db.changelog-1.0.xml	2020-06-24 22:12:32.935318	133	EXECUTED	8:a68a6944626bb81f8cc2bfac53ba625a	addPrimaryKey constraintName=entity_statistic_defn_pkey, tableName=entity_statistic_definition		\N	3.5.1	\N	\N	3033144093
20160808-405-3	kamransaleem	db.changelog-1.0.xml	2020-06-24 22:12:33.346156	141	EXECUTED	8:da1122df7f0503b32a183c4332ca31a3	addPrimaryKey constraintName=user_preference_pkey, tableName=user_preference		\N	3.5.1	\N	\N	3033144093
