14	3	19	This is a long response comment with multiple lines.\n We expect the UI to display this comment with line-breaks.	2020-06-24 21:15:09.764942	This is a simple one-liner response.	\N	\N	\N	\N	\N	\N
14	4	19	This is a long response comment with multiple lines.\n We expect the UI to display this comment with line-breaks.	2020-06-24 21:15:09.764948	This is a long response with multiple lines.\n This should be associated with a TEXT_AREA question type. We expect the UI to display this response with line-breaks.	\N	\N	\N	\N	\N	\N
20	1	29	This is a simple one-liner response comment.	2020-06-24 21:15:10.242821	\N	\N	t	\N	\N	\N	\N
20	2	29	\N	2020-06-24 21:15:10.242872	\N	-1686998116.0000	\N	\N	\N	\N	\N
20	3	29	\N	2020-06-24 21:15:10.242882	This is a simple one-liner response.	\N	\N	\N	\N	\N	\N
20	4	29	This is a simple one-liner response comment.	2020-06-24 21:15:10.24289	This is a simple one-liner response.	\N	\N	\N	\N	\N	\N
18	1	26	This is a simple one-liner response comment.	2020-06-24 21:15:10.242898	\N	\N	t	\N	\N	\N	\N
18	2	26	This is a long response comment with multiple lines.\n We expect the UI to display this comment with line-breaks.	2020-06-24 21:15:10.24292	\N	-162852835.0000	\N	\N	\N	\N	\N
18	3	26	This is a simple one-liner response comment.	2020-06-24 21:15:10.242929	This is a simple one-liner response.	\N	\N	\N	\N	\N	\N
18	4	26	\N	2020-06-24 21:15:10.242937	This is a simple one-liner response.	\N	\N	\N	\N	\N	\N
17	1	25	This is a simple one-liner response comment.	2020-06-24 21:15:10.242944	\N	\N	t	\N	\N	\N	\N
17	2	24	\N	2020-06-24 21:15:10.242963	\N	788317056.0000	\N	\N	\N	\N	\N
17	3	24	This is a long response comment with multiple lines.\n We expect the UI to display this comment with line-breaks.	2020-06-24 21:15:10.242972	This is a simple one-liner response.	\N	\N	\N	\N	\N	\N
17	4	25	\N	2020-06-24 21:15:10.24298	This is a long response with multiple lines.\n This should be associated with a TEXT_AREA question type. We expect the UI to display this response with line-breaks.	\N	\N	\N	\N	\N	\N
19	1	27	This is a long response comment with multiple lines.\n We expect the UI to display this comment with line-breaks.	2020-06-24 21:15:10.242988	\N	\N	t	\N	\N	\N	\N
19	2	27	This is a simple one-liner response comment.	2020-06-24 21:15:10.243005	\N	-1329960391.0000	\N	\N	\N	\N	\N
19	3	28	\N	2020-06-24 21:15:10.243014	This is a long response with multiple lines.\n This should be associated with a TEXT_AREA question type. We expect the UI to display this response with line-breaks.	\N	\N	\N	\N	\N	\N
19	4	28	\N	2020-06-24 21:15:10.243022	This is a long response with multiple lines.\n This should be associated with a TEXT_AREA question type. We expect the UI to display this response with line-breaks.	\N	\N	\N	\N	\N	\N
21	1	31	\N	2020-06-24 21:15:10.243029	\N	\N	f	\N	\N	\N	\N
21	2	30	This is a long response comment with multiple lines.\n We expect the UI to display this comment with line-breaks.	2020-06-24 21:15:10.243047	\N	-1762364908.0000	\N	\N	\N	\N	\N
21	3	30	\N	2020-06-24 21:15:10.243055	This is a long response with multiple lines.\n This should be associated with a TEXT_AREA question type. We expect the UI to display this response with line-breaks.	\N	\N	\N	\N	\N	\N
21	4	31	\N	2020-06-24 21:15:10.243063	This is a simple one-liner response.	\N	\N	\N	\N	\N	\N
40	1	11	\N	2020-07-13 20:18:14.690698	\N	\N	t	\N	\N	\N	\N
89	2	11	\N	2020-07-13 20:18:12.024542	\N	12.0000	\N	\N	\N	\N	\N
89	3	11	\N	2020-07-13 20:18:13.243138	asdsd	\N	\N	\N	\N	\N	\N
89	4	11	\N	2020-07-13 20:18:14.667162	dsad	\N	\N	\N	\N	\N	\N
89	1	11	\N	2020-07-13 20:18:14.690698	\N	\N	t	\N	\N	\N	\N
90	2	11	\N	2020-07-13 20:18:12.024542	\N	12.0000	\N	\N	\N	\N	\N
90	3	11	\N	2020-07-13 20:18:13.243138	asdsd	\N	\N	\N	\N	\N	\N
90	4	11	\N	2020-07-13 20:18:14.667162	dsad	\N	\N	\N	\N	\N	\N
90	1	11	\N	2020-07-13 20:18:14.690698	\N	\N	t	\N	\N	\N	\N
40	3	11	\N	2020-07-15 13:26:09.53007	g1425	\N	\N	\N	\N	\N	\N
40	4	11	\N	2020-07-15 13:26:13.873043	c1425	\N	\N	\N	\N	\N	\N
91	1	11	\N	2020-07-13 20:18:14.690698	\N	\N	t	\N	\N	\N	\N
91	2	11	\N	2020-07-15 13:25:51.169239	\N	34.0000	\N	\N	\N	\N	\N
91	3	11	\N	2020-07-15 13:26:09.53007	g1425	\N	\N	\N	\N	\N	\N
91	4	11	\N	2020-07-15 13:26:13.873043	c1425	\N	\N	\N	\N	\N	\N
40	2	11	\N	2020-07-15 13:33:46.815828	\N	34.0000	\N	\N	\N	\N	\N
98	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
98	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
98	11	11	\N	2020-07-24 13:42:14.891641	\N	19.0000	\N	\N	\N	\N	\N
98	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
95	15	11	\N	2020-07-23 15:32:58.367122	\N	\N	\N	10	APPLICATION	\N	\N
95	9	11	\N	2020-07-24 13:24:34.795798	\N	\N	t	\N	\N	\N	\N
98	9	11	\N	2020-07-24 13:42:38.547854	\N	\N	f	\N	\N	\N	\N
93	12	11	\N	2020-07-27 06:37:57.031448	\N	\N	t	\N	\N	\N	\N
95	14	11	\N	2020-07-24 09:48:18.201243	\N	\N	\N	190	PERSON	\N	\N
93	10	11	\N	2020-07-27 06:38:10.445166	remeddf	\N	\N	\N	\N	\N	\N
102	9	11	\N	2020-07-20 08:54:13.327173	\N	\N	t	\N	\N	\N	\N
95	12	11	\N	2020-07-24 13:28:20.368896	\N	\N	\N	\N	\N	\N	\N
82	1	11	\N	2020-07-23 14:51:08.899533	\N	\N	t	\N	\N	\N	\N
82	2	11	\N	2020-07-23 14:51:10.556575	\N	12.0000	\N	\N	\N	\N	\N
82	3	11	\N	2020-07-23 14:51:15.765637	qwewqsdfsdfsd	\N	\N	\N	\N	\N	\N
82	4	11	\N	2020-07-23 14:51:59.416941	dsfs	\N	\N	\N	\N	\N	\N
92	9	11	\N	2020-07-27 20:48:59.807125	\N	\N	t	\N	\N	\N	\N
95	13	11	\N	2020-07-24 13:28:20.895538	\N	\N	\N	\N	\N	\N	\N
96	11	11	\N	2020-07-23 14:56:06.033299	\N	18.0000	\N	\N	\N	\N	\N
96	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
96	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
99	9	11	\N	2020-07-20 08:54:13.327173	\N	\N	t	\N	\N	\N	\N
96	9	11	\N	2020-07-23 14:56:42.923262	\N	\N	t	\N	\N	\N	\N
96	10	11	\N	2020-07-23 14:57:37.27001	sdfgdfgasfdasdfsd	\N	t	\N	\N	\N	\N
99	10	11	\N	2020-07-24 14:16:19.119816	dgfhgf	\N	\N	\N	\N	\N	\N
99	11	11	\N	2020-07-24 13:28:12.831685	\N	19.0000	\N	\N	\N	\N	\N
97	11	11	\N	2020-07-24 13:41:16.713114	\N	12.0000	\N	\N	\N	\N	\N
97	10	11	\N	2020-07-24 13:41:45.238786	sdfgdfgasfdasdfsd erwrewrwe	\N	t	\N	\N	\N	\N
97	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
92	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
92	11	11	\N	2020-07-27 21:09:39.297485	\N	30.0000	\N	\N	\N	\N	\N
97	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
97	9	11	\N	2020-07-23 14:56:42.923262	\N	\N	t	\N	\N	\N	\N
100	9	11	\N	2020-07-20 08:54:13.327173	\N	\N	t	\N	\N	\N	\N
94	11	11	\N	2020-07-23 14:56:06.033299	\N	18.0000	\N	\N	\N	\N	\N
92	12	11	cxzczx	2020-07-27 20:29:44.610242	\N	\N	t	\N	\N	\N	\N
100	10	11	\N	2020-07-24 14:16:19.119816	dgfhgf	\N	\N	\N	\N	\N	\N
94	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
94	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
94	9	11	\N	2020-07-23 14:56:42.923262	\N	\N	t	\N	\N	\N	\N
94	10	11	\N	2020-07-23 14:57:37.27001	sdfgdfgasfdasdfsd	\N	t	\N	\N	\N	\N
100	11	11	\N	2020-07-24 13:28:12.831685	\N	19.0000	\N	\N	\N	\N	\N
100	12	11	\N	2020-07-24 14:29:40.741127	\N	\N	t	\N	\N	\N	\N
92	10	11	\N	2020-07-27 21:09:42.416661	ho ho ho	\N	t	\N	\N	\N	\N
102	11	11	\N	2020-07-24 14:45:50.089328	\N	12.0000	\N	\N	\N	\N	\N
95	11	11	\N	2020-07-24 13:25:45.206563	\N	19.0000	\N	\N	\N	\N	\N
101	9	11	\N	2020-07-20 08:54:13.327173	\N	\N	t	\N	\N	\N	\N
101	10	11	\N	2020-07-24 14:16:19.119816	dgfhgf	\N	\N	\N	\N	\N	\N
101	11	11	\N	2020-07-24 13:28:12.831685	\N	19.0000	\N	\N	\N	\N	\N
101	12	11	\N	2020-07-24 14:29:40.741127	\N	\N	t	\N	\N	\N	\N
101	14	11	\N	2020-07-24 14:33:54.786031	\N	\N	\N	42	PERSON	\N	\N
102	10	11	\N	2020-07-24 14:16:19.119816	dgfhgf	\N	\N	\N	\N	\N	\N
102	12	11	\N	2020-07-24 14:29:40.741127	\N	\N	t	\N	\N	\N	\N
102	14	11	\N	2020-07-24 14:33:54.786031	\N	\N	\N	42	PERSON	\N	\N
93	14	11	\N	2020-07-24 15:46:44.477687	\N	\N	\N	42	PERSON	\N	\N
93	9	11	\N	2020-07-27 06:38:12.901154	\N	\N	t	\N	\N	\N	\N
93	11	11	\N	2020-07-27 06:38:03.841352	\N	12.0000	\N	\N	\N	\N	\N
103	9	11	\N	2020-07-27 06:39:46.108231	\N	\N	t	\N	\N	\N	\N
95	10	11	\N	2020-07-27 15:40:08.743706	dasdas	\N	\N	\N	\N	\N	\N
103	10	11	\N	2020-07-27 06:41:22.525159	vcbvcbfsdfdsf	\N	\N	\N	\N	\N	\N
108	12	11	\N	2020-07-27 15:56:23.666819	\N	\N	t	\N	\N	\N	\N
103	11	11	hello world	2021-05-25 06:52:23.813154	\N	11.0000	\N	\N	\N	\N	\N
108	9	11	\N	2020-07-27 15:56:27.224277	\N	\N	f	\N	\N	\N	\N
118	12	11	\N	2020-07-27 15:56:23.666819	\N	\N	t	\N	\N	\N	\N
118	9	11	\N	2020-07-27 15:56:27.224277	\N	\N	f	\N	\N	\N	\N
118	10	11	\N	2020-07-27 15:56:18.720963	fsdfdsf	\N	\N	\N	\N	\N	\N
118	11	11	\N	2020-07-27 15:56:22.614791	\N	19.0000	\N	\N	\N	\N	\N
114	9	11	\N	2020-07-29 06:58:47.119734	\N	\N	t	\N	\N	\N	\N
114	10	11	\N	2020-07-29 06:58:56.046736	hello world	\N	\N	\N	\N	\N	\N
114	12	11	\N	2020-07-29 06:59:01.428095	\N	\N	f	\N	\N	\N	\N
119	11	11	\N	2020-07-27 17:02:25.587085	\N	20.0000	\N	\N	\N	\N	\N
104	11	11	\N	2020-07-27 07:15:55.16829	\N	19.0000	\N	\N	\N	\N	\N
105	9	11	\N	2020-07-27 07:15:33.646251	\N	\N	t	\N	\N	\N	\N
105	11	11	\N	2020-07-27 07:15:55.16829	\N	19.0000	\N	\N	\N	\N	\N
119	12	11	\N	2020-07-27 17:02:27.156853	\N	\N	t	\N	\N	\N	\N
92	14	11	\N	2020-07-27 20:20:48.725959	\N	\N	\N	190	PERSON	\N	\N
92	15	11	\N	2020-07-27 20:20:53.696352	\N	\N	\N	10	APPLICATION	\N	\N
128	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
128	9	11	\N	2020-07-27 20:17:57.160346	\N	\N	t	\N	\N	\N	\N
128	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
120	11	11	\N	2020-07-27 17:02:25.587085	\N	20.0000	\N	\N	\N	\N	\N
120	12	11	\N	2020-07-27 17:02:27.156853	\N	\N	t	\N	\N	\N	\N
120	10	11	\N	2020-07-27 17:03:08.189363	dsfsdf	\N	\N	\N	\N	\N	\N
120	9	11	\N	2020-07-27 17:03:09.648486	\N	\N	f	\N	\N	\N	\N
128	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
106	9	11	\N	2020-07-29 07:56:44.908618	\N	\N	t	\N	\N	\N	\N
119	10	11	\N	2020-07-27 19:29:53.346264	dsfsdf	\N	\N	\N	\N	\N	\N
128	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
128	14	11	\N	2020-07-27 20:20:48.725959	\N	\N	\N	190	PERSON	\N	\N
121	11	11	\N	2020-07-27 17:02:25.587085	\N	20.0000	\N	\N	\N	\N	\N
121	12	11	\N	2020-07-27 17:02:27.156853	\N	\N	t	\N	\N	\N	\N
121	10	11	\N	2020-07-27 19:29:53.346264	dsfsdf	\N	\N	\N	\N	\N	\N
121	9	11	\N	2020-07-27 19:29:55.386444	\N	\N	t	\N	\N	\N	\N
119	9	11	\N	2020-07-27 19:30:12.817826	\N	\N	f	\N	\N	\N	\N
107	9	11	\N	2020-07-27 07:33:41.272724	\N	\N	t	\N	\N	\N	\N
128	15	11	\N	2020-07-27 20:20:53.696352	\N	\N	\N	10	APPLICATION	\N	\N
109	9	11	\N	2020-07-27 19:33:58.668302	\N	\N	t	\N	\N	\N	\N
109	11	11	\N	2020-07-27 19:34:14.961734	\N	19.0000	\N	\N	\N	\N	\N
122	9	11	\N	2020-07-24 13:44:32.831586	\N	\N	f	\N	\N	\N	\N
122	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
129	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
122	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
122	11	11	\N	2020-07-24 13:42:14.891641	\N	19.0000	\N	\N	\N	\N	\N
122	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
111	9	11	\N	2020-07-27 08:08:20.48695	\N	\N	t	\N	\N	\N	\N
123	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
123	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
123	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
112	9	11	\N	2020-07-27 08:10:18.48066	\N	\N	t	\N	\N	\N	\N
123	9	11	\N	2020-07-27 19:39:10.122942	\N	\N	f	\N	\N	\N	\N
123	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
124	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
124	9	11	\N	2020-07-27 19:39:48.663079	\N	\N	t	\N	\N	\N	\N
124	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
115	9	11	\N	2020-07-27 14:19:33.227725	\N	\N	t	\N	\N	\N	\N
124	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
115	13	11	\N	2020-07-27 14:19:38.736436	\N	\N	f	\N	\N	\N	\N
124	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
125	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
125	9	11	\N	2020-07-27 19:39:48.663079	\N	\N	t	\N	\N	\N	\N
125	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
115	12	11	tryytytr	2020-07-27 14:42:14.572324	\N	\N	f	\N	\N	\N	\N
115	11	11	\N	2020-07-27 15:01:48.618409	\N	19.0000	\N	\N	\N	\N	\N
116	11	11	\N	2020-07-27 07:15:55.16829	\N	19.0000	\N	\N	\N	\N	\N
116	9	11	\N	2020-07-27 07:18:05.266743	\N	\N	f	\N	\N	\N	\N
104	9	11	\N	2020-07-27 15:38:35.951891	\N	\N	t	\N	\N	\N	\N
125	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
104	10	11	\N	2020-07-27 15:38:38.391057	gj	\N	\N	\N	\N	\N	\N
104	12	11	\N	2020-07-27 15:38:42.528727	\N	\N	t	\N	\N	\N	\N
117	15	11	\N	2020-07-23 15:32:58.367122	\N	\N	\N	10	APPLICATION	\N	\N
117	9	11	\N	2020-07-24 13:24:34.795798	\N	\N	t	\N	\N	\N	\N
117	14	11	\N	2020-07-24 09:48:18.201243	\N	\N	\N	190	PERSON	\N	\N
117	12	11	\N	2020-07-24 13:28:20.368896	\N	\N	\N	\N	\N	\N	\N
117	10	11	\N	2020-07-24 09:58:33.784956	dasdas	\N	\N	\N	\N	\N	\N
117	13	11	\N	2020-07-24 13:28:20.895538	\N	\N	\N	\N	\N	\N	\N
117	11	11	\N	2020-07-24 13:25:45.206563	\N	19.0000	\N	\N	\N	\N	\N
108	10	11	\N	2020-07-27 15:56:18.720963	fsdfdsf	\N	\N	\N	\N	\N	\N
108	11	11	\N	2020-07-27 15:56:22.614791	\N	19.0000	\N	\N	\N	\N	\N
125	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
126	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
126	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
126	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
126	9	11	\N	2020-07-27 19:41:54.175121	\N	\N	f	\N	\N	\N	\N
126	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
127	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
127	9	11	\N	2020-07-27 20:17:57.160346	\N	\N	t	\N	\N	\N	\N
127	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
127	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
127	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
115	10	11	\N	2020-07-31 13:25:04.178537	xcbvcxzdfs	\N	\N	\N	\N	\N	\N
129	9	11	\N	2020-07-27 20:17:57.160346	\N	\N	t	\N	\N	\N	\N
129	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
129	12	11	\N	2020-07-23 14:56:23.246655	\N	\N	t	\N	\N	\N	\N
129	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
129	14	11	\N	2020-07-27 20:20:48.725959	\N	\N	\N	190	PERSON	\N	\N
129	15	11	\N	2020-07-27 20:20:53.696352	\N	\N	\N	10	APPLICATION	\N	\N
129	16	11	\N	2020-07-27 20:26:13.728572	YELLOW	\N	\N	\N	\N	\N	\N
92	17	11	\N	2020-07-27 20:49:06.974061	\N	\N	\N	\N	\N	\N	JAVA;;SQL
109	10	11	\N	2020-07-29 06:35:39.429326	\N	\N	\N	\N	\N	\N	\N
106	16	11	\N	2020-07-29 14:14:03.492796	BLUE	\N	\N	\N	\N	\N	\N
113	9	11	\N	2020-07-30 13:47:03.518927	\N	\N	t	\N	\N	\N	\N
129	17	11	\N	2020-07-27 20:26:22.481907	\N	\N	\N	\N	\N	\N	JAVA;;SQL;;JS
92	16	11	xczxcxzc	2020-07-27 20:29:47.435482	YELLOW	\N	\N	\N	\N	\N	\N
130	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
130	9	11	\N	2020-07-27 20:17:57.160346	\N	\N	t	\N	\N	\N	\N
130	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
130	12	11	cxzczx	2020-07-27 20:29:44.610242	\N	\N	t	\N	\N	\N	\N
130	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
130	14	11	\N	2020-07-27 20:20:48.725959	\N	\N	\N	190	PERSON	\N	\N
130	15	11	\N	2020-07-27 20:20:53.696352	\N	\N	\N	10	APPLICATION	\N	\N
130	17	11	\N	2020-07-27 20:26:22.481907	\N	\N	\N	\N	\N	\N	JAVA;;SQL;;JS
130	16	11	xczxcxzc	2020-07-27 20:29:47.435482	YELLOW	\N	\N	\N	\N	\N	\N
131	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
131	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
131	9	11	\N	2020-07-27 20:46:29.381016	\N	\N	f	\N	\N	\N	\N
131	12	11	cxzczx	2020-07-27 20:29:44.610242	\N	\N	t	\N	\N	\N	\N
131	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
131	14	11	\N	2020-07-27 20:20:48.725959	\N	\N	\N	190	PERSON	\N	\N
131	15	11	\N	2020-07-27 20:20:53.696352	\N	\N	\N	10	APPLICATION	\N	\N
131	17	11	\N	2020-07-27 20:26:22.481907	\N	\N	\N	\N	\N	\N	JAVA;;SQL;;JS
131	16	11	xczxcxzc	2020-07-27 20:29:47.435482	YELLOW	\N	\N	\N	\N	\N	\N
92	18	11	\N	2020-07-27 20:49:05.240189	\N	\N	\N	\N	\N	2020-07-31	\N
132	11	11	\N	2020-07-27 19:39:09.54374	\N	30.0000	\N	\N	\N	\N	\N
132	9	11	\N	2020-07-27 20:48:59.807125	\N	\N	t	\N	\N	\N	\N
132	13	11	\N	2020-07-23 14:56:22.418045	\N	\N	f	\N	\N	\N	\N
132	12	11	cxzczx	2020-07-27 20:29:44.610242	\N	\N	t	\N	\N	\N	\N
132	10	11	\N	2020-07-24 13:42:37.989936	ho ho ho	\N	t	\N	\N	\N	\N
132	14	11	\N	2020-07-27 20:20:48.725959	\N	\N	\N	190	PERSON	\N	\N
