16	10	1	INTRA_DAY	FILE_TRANSPORT	Description: PhysicalSpecification{id=10, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891056, by=admin, atTimestamp=2020-06-24 21:15:07.891056}, externalId=ext-9.0, name=report-risk-0.json, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=9, entityLifecycleStatus=ACTIVE}, format=XML} - 45	waltz-sample	2020-06-24 22:15:07.959045	admin	45	\N	f	\N	\N	HIGH	\N	ACTIVE	2020-06-24 21:15:07.93008	admin	f	\N
17	10	0	QUARTERLY	RPC	Description: PhysicalSpecification{id=10, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891056, by=admin, atTimestamp=2020-06-24 21:15:07.891056}, externalId=ext-9.0, name=report-risk-0.json, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=9, entityLifecycleStatus=ACTIVE}, format=XML} - 410	waltz-sample	2020-06-24 22:15:07.959045	admin	410	\N	f	\N	\N	VERY_HIGH	\N	ACTIVE	2020-06-24 21:15:07.930105	admin	f	\N
18	11	-1	UNKNOWN	MESSAGING	Description: PhysicalSpecification{id=11, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891072, by=admin, atTimestamp=2020-06-24 21:15:07.891072}, externalId=ext-9.1, name=summary-summary-1.pdf, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=9, entityLifecycleStatus=ACTIVE}, format=BINARY} - 424	waltz-sample	2020-06-24 22:15:07.959045	admin	424	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.930141	admin	f	\N
19	11	1	UNKNOWN	MANUAL	Description: PhysicalSpecification{id=11, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891072, by=admin, atTimestamp=2020-06-24 21:15:07.891072}, externalId=ext-9.1, name=summary-summary-1.pdf, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=9, entityLifecycleStatus=ACTIVE}, format=BINARY} - 45	waltz-sample	2020-06-24 22:15:07.959045	admin	45	\N	f	\N	\N	VERY_HIGH	\N	ACTIVE	2020-06-24 21:15:07.930166	admin	f	\N
20	11	0	WEEKLY	WEB	Description: PhysicalSpecification{id=11, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891072, by=admin, atTimestamp=2020-06-24 21:15:07.891072}, externalId=ext-9.1, name=summary-summary-1.pdf, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=9, entityLifecycleStatus=ACTIVE}, format=BINARY} - 410	waltz-sample	2020-06-24 22:15:07.959045	admin	410	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.930192	admin	f	\N
21	17	1	UNKNOWN	MANUAL	Description: PhysicalSpecification{id=17, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891657, by=admin, atTimestamp=2020-06-24 21:15:07.891657}, externalId=ext-15.0, name=credit-exchange-0.yaml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=15, entityLifecycleStatus=ACTIVE}, format=XML} - 193	waltz-sample	2020-06-24 22:15:07.959045	admin	193	\N	f	\N	\N	VERY_HIGH	\N	ACTIVE	2020-06-24 21:15:07.930254	admin	f	\N
22	20	2	ON_DEMAND	FILE_TRANSPORT	Description: PhysicalSpecification{id=20, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891716, by=admin, atTimestamp=2020-06-24 21:15:07.891716}, externalId=ext-19.0, name=holdings-daily-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=19, entityLifecycleStatus=ACTIVE}, format=FLAT_FILE} - 132	waltz-sample	2020-06-24 22:15:07.959045	admin	132	\N	f	\N	\N	LOW	\N	PENDING	2020-06-24 21:15:07.930303	admin	f	\N
23	20	0	INTRA_DAY	MANUAL	Description: PhysicalSpecification{id=20, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891716, by=admin, atTimestamp=2020-06-24 21:15:07.891716}, externalId=ext-19.0, name=holdings-daily-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=19, entityLifecycleStatus=ACTIVE}, format=FLAT_FILE} - 81	waltz-sample	2020-06-24 22:15:07.959045	admin	81	\N	f	\N	\N	HIGH	\N	PENDING	2020-06-24 21:15:07.930332	admin	f	\N
24	20	2	WEEKLY	OTHER	Description: PhysicalSpecification{id=20, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891716, by=admin, atTimestamp=2020-06-24 21:15:07.891716}, externalId=ext-19.0, name=holdings-daily-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=19, entityLifecycleStatus=ACTIVE}, format=FLAT_FILE} - 44	waltz-sample	2020-06-24 22:15:07.959045	admin	44	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.930357	admin	f	\N
25	22	0	REAL_TIME	FILE_SHARE	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 378	waltz-sample	2020-06-24 22:15:07.959045	admin	378	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.9304	admin	f	\N
26	22	-1	BIANNUALLY	FILE_SHARE	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 337	waltz-sample	2020-06-24 22:15:07.959045	admin	337	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.930432	admin	f	\N
27	22	0	WEEKLY	FILE_SHARE	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 140	waltz-sample	2020-06-24 22:15:07.959045	admin	140	\N	f	\N	\N	VERY_HIGH	\N	ACTIVE	2020-06-24 21:15:07.930457	admin	f	\N
28	22	1	REAL_TIME	FILE_SHARE	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 167	waltz-sample	2020-06-24 22:15:07.959045	admin	167	\N	f	\N	\N	HIGH	\N	ACTIVE	2020-06-24 21:15:07.930482	admin	f	\N
29	22	1	YEARLY	MANUAL	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 248	waltz-sample	2020-06-24 22:15:07.959045	admin	248	\N	f	\N	\N	LOW	\N	PENDING	2020-06-24 21:15:07.930506	admin	f	\N
30	22	1	REAL_TIME	WEB	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 161	waltz-sample	2020-06-24 22:15:07.959045	admin	161	\N	f	\N	\N	MEDIUM	\N	PENDING	2020-06-24 21:15:07.930531	admin	f	\N
31	22	1	ON_DEMAND	FILE_SHARE	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 351	waltz-sample	2020-06-24 22:15:07.959045	admin	351	\N	f	\N	\N	MEDIUM	\N	ACTIVE	2020-06-24 21:15:07.930556	admin	f	\N
32	22	0	YEARLY	UDP	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 47	waltz-sample	2020-06-24 22:15:07.959045	admin	47	\N	f	\N	\N	NONE	\N	PENDING	2020-06-24 21:15:07.930578	admin	f	\N
33	22	0	ON_DEMAND	UDP	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 61	waltz-sample	2020-06-24 22:15:07.959045	admin	61	\N	f	\N	\N	MEDIUM	\N	ACTIVE	2020-06-24 21:15:07.9306	admin	f	\N
34	22	0	YEARLY	UNKNOWN	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 356	waltz-sample	2020-06-24 22:15:07.959045	admin	356	\N	f	\N	\N	VERY_HIGH	\N	ACTIVE	2020-06-24 21:15:07.930623	admin	f	\N
35	22	0	BIANNUALLY	DATABASE_CONNECTION	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 255	waltz-sample	2020-06-24 22:15:07.959045	admin	255	\N	f	\N	\N	VERY_HIGH	\N	ACTIVE	2020-06-24 21:15:07.930646	admin	f	\N
36	22	0	REAL_TIME	OTHER	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 228	waltz-sample	2020-06-24 22:15:07.959045	admin	228	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.93067	admin	f	\N
37	22	0	YEARLY	UDP	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 223	waltz-sample	2020-06-24 22:15:07.959045	admin	223	\N	f	\N	\N	LOW	\N	PENDING	2020-06-24 21:15:07.930693	admin	f	\N
38	22	0	DAILY	FILE_TRANSPORT	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 96	waltz-sample	2020-06-24 22:15:07.959045	admin	96	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.930715	admin	f	\N
39	22	0	BIANNUALLY	MANUAL	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 405	waltz-sample	2020-06-24 22:15:07.959045	admin	405	\N	f	\N	\N	NONE	\N	PENDING	2020-06-24 21:15:07.930737	admin	f	\N
40	22	2	YEARLY	EMAIL	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 133	waltz-sample	2020-06-24 22:15:07.959045	admin	133	\N	f	\N	\N	MEDIUM	\N	ACTIVE	2020-06-24 21:15:07.930759	admin	f	\N
41	22	-1	ON_DEMAND	MANUAL	Description: PhysicalSpecification{id=22, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891752, by=admin, atTimestamp=2020-06-24 21:15:07.891752}, externalId=ext-21.0, name=risk-agg-0.md, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=21, entityLifecycleStatus=ACTIVE}, format=JSON} - 314	waltz-sample	2020-06-24 22:15:07.959045	admin	314	\N	f	\N	\N	HIGH	\N	ACTIVE	2020-06-24 21:15:07.930781	admin	f	\N
42	23	0	REAL_TIME	FILE_SHARE	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 80	waltz-sample	2020-06-24 22:15:07.959045	admin	80	\N	f	\N	\N	MEDIUM	\N	ACTIVE	2020-06-24 21:15:07.93082	admin	f	\N
43	23	0	ON_DEMAND	FILE_SHARE	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 52	waltz-sample	2020-06-24 22:15:07.959045	admin	52	\N	f	\N	\N	LOW	\N	ACTIVE	2020-06-24 21:15:07.930843	admin	f	\N
44	23	0	INTRA_DAY	MANUAL	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 272	waltz-sample	2020-06-24 22:15:07.959045	admin	272	\N	f	\N	\N	HIGH	\N	ACTIVE	2020-06-24 21:15:07.930865	admin	f	\N
45	23	-1	UNKNOWN	EMAIL	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 428	waltz-sample	2020-06-24 22:15:07.959045	admin	428	\N	f	\N	\N	VERY_HIGH	\N	PENDING	2020-06-24 21:15:07.930887	admin	f	\N
46	23	0	BIANNUALLY	FILE_SHARE	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 206	waltz-sample	2020-06-24 22:15:07.959045	admin	206	\N	f	\N	\N	MEDIUM	\N	ACTIVE	2020-06-24 21:15:07.93091	admin	f	\N
47	23	0	DAILY	MANUAL	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 183	waltz-sample	2020-06-24 22:15:07.959045	admin	183	\N	f	\N	\N	VERY_HIGH	\N	PENDING	2020-06-24 21:15:07.930932	admin	f	\N
48	23	0	UNKNOWN	FILE_SHARE	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 127	waltz-sample	2020-06-24 22:15:07.959045	admin	127	\N	f	\N	\N	HIGH	\N	ACTIVE	2020-06-24 21:15:07.930954	admin	f	\N
49	23	1	QUARTERLY	MANUAL	Description: PhysicalSpecification{id=23, isRemoved=false, created=UserTimestamp{at=2020-06-24T21:15:07.891769, by=admin, atTimestamp=2020-06-24 21:15:07.891769}, externalId=ext-22.0, name=confirms-accounting-0.yml, provenance=waltz-sample, lastUpdatedAt=2020-06-24T22:15:07.896988, lastUpdatedBy=admin, owningEntity=EntityReference{kind=APPLICATION, id=22, entityLifecycleStatus=ACTIVE}, format=UNSTRUCTURED} - 381	waltz-sample	2020-06-24 22:15:07.959045	admin	381	\N	f	\N	\N	MEDIUM	\N	PENDING	2020-06-24 21:15:07.930976	admin	f	\N
