44	TARGET	SERVER	3883	Test data	2020-06-24 21:15:08.042916	admin	waltz-sample
45	TARGET	SERVER	2153	Test data	2020-06-24 21:15:08.042933	admin	waltz-sample
47	SOURCE	SERVER	8838	Test data	2020-06-24 21:15:08.042947	admin	waltz-sample
47	TARGET	SERVER	9651	Test data	2020-06-24 21:15:08.043347	admin	waltz-sample
48	SOURCE	SERVER	2127	Test data	2020-06-24 21:15:08.043364	admin	waltz-sample
48	TARGET	SERVER	6991	Test data	2020-06-24 21:15:08.043369	admin	waltz-sample
49	SOURCE	SERVER	7015	Test data	2020-06-24 21:15:08.043379	admin	waltz-sample
50	TARGET	SERVER	3359	Test data	2020-06-24 21:15:08.04339	admin	waltz-sample
51	SOURCE	SERVER	7639	Test data	2020-06-24 21:15:08.0434	admin	waltz-sample
51	TARGET	SERVER	420	Test data	2020-06-24 21:15:08.043404	admin	waltz-sample
52	SOURCE	SERVER	5711	Test data	2020-06-24 21:15:08.043414	admin	waltz-sample
52	TARGET	SERVER	2209	Test data	2020-06-24 21:15:08.043419	admin	waltz-sample
56	SOURCE	SERVER	8249	Test data	2020-06-24 21:15:08.043444	admin	waltz-sample
56	TARGET	SERVER	6795	Test data	2020-06-24 21:15:08.043449	admin	waltz-sample
59	SOURCE	SERVER	4147	Test data	2020-06-24 21:15:08.043464	admin	waltz-sample
65	TARGET	SERVER	1054	Test data	2020-06-24 21:15:08.043492	admin	waltz-sample
67	SOURCE	SERVER	8594	Test data	2020-06-24 21:15:08.043505	admin	waltz-sample
70	SOURCE	SERVER	2967	Test data	2020-06-24 21:15:08.04352	admin	waltz-sample
70	TARGET	SERVER	4777	Test data	2020-06-24 21:15:08.043524	admin	waltz-sample
71	TARGET	SERVER	9707	Test data	2020-06-24 21:15:08.043535	admin	waltz-sample
73	SOURCE	SERVER	6597	Test data	2020-06-24 21:15:08.043546	admin	waltz-sample
73	TARGET	SERVER	5937	Test data	2020-06-24 21:15:08.043551	admin	waltz-sample
76	SOURCE	SERVER	7043	Test data	2020-06-24 21:15:08.043568	admin	waltz-sample
76	TARGET	SERVER	4131	Test data	2020-06-24 21:15:08.043573	admin	waltz-sample
78	SOURCE	SERVER	854	Test data	2020-06-24 21:15:08.043585	admin	waltz-sample
78	TARGET	SERVER	7844	Test data	2020-06-24 21:15:08.043589	admin	waltz-sample
80	SOURCE	SERVER	7108	Test data	2020-06-24 21:15:08.043602	admin	waltz-sample
80	TARGET	SERVER	7891	Test data	2020-06-24 21:15:08.043607	admin	waltz-sample
82	SOURCE	SERVER	5385	Test data	2020-06-24 21:15:08.043619	admin	waltz-sample
82	TARGET	SERVER	4640	Test data	2020-06-24 21:15:08.04403	admin	waltz-sample
83	TARGET	SERVER	7314	Test data	2020-06-24 21:15:08.044049	admin	waltz-sample
84	SOURCE	SERVER	5861	Test data	2020-06-24 21:15:08.04406	admin	waltz-sample
84	TARGET	SERVER	4709	Test data	2020-06-24 21:15:08.044064	admin	waltz-sample
85	SOURCE	SERVER	4865	Test data	2020-06-24 21:15:08.044074	admin	waltz-sample
85	TARGET	SERVER	2048	Test data	2020-06-24 21:15:08.044079	admin	waltz-sample
86	SOURCE	SERVER	9541	Test data	2020-06-24 21:15:08.044089	admin	waltz-sample
93	SOURCE	SERVER	2077	Test data	2020-06-24 21:15:08.044112	admin	waltz-sample
93	TARGET	SERVER	4975	Test data	2020-06-24 21:15:08.044117	admin	waltz-sample
104	SOURCE	SERVER	6438	Test data	2020-06-24 21:15:08.044149	admin	waltz-sample
104	TARGET	SERVER	4864	Test data	2020-06-24 21:15:08.04416	admin	waltz-sample
105	SOURCE	SERVER	8505	Test data	2020-06-24 21:15:08.044169	admin	waltz-sample
105	TARGET	SERVER	7572	Test data	2020-06-24 21:15:08.044176	admin	waltz-sample
106	SOURCE	SERVER	333	Test data	2020-06-24 21:15:08.044186	admin	waltz-sample
106	TARGET	SERVER	3927	Test data	2020-06-24 21:15:08.04419	admin	waltz-sample
108	SOURCE	SERVER	7705	Test data	2020-06-24 21:15:08.04421	admin	waltz-sample
108	TARGET	SERVER	4319	Test data	2020-06-24 21:15:08.044215	admin	waltz-sample
111	SOURCE	SERVER	5271	Test data	2020-06-24 21:15:08.04423	admin	waltz-sample
112	SOURCE	SERVER	3667	Test data	2020-06-24 21:15:08.044241	admin	waltz-sample
112	TARGET	SERVER	4467	Test data	2020-06-24 21:15:08.044646	admin	waltz-sample
114	SOURCE	SERVER	9651	Test data	2020-06-24 21:15:08.044666	admin	waltz-sample
114	TARGET	SERVER	6124	Test data	2020-06-24 21:15:08.04467	admin	waltz-sample
116	SOURCE	SERVER	3620	Test data	2020-06-24 21:15:08.044682	admin	waltz-sample
116	TARGET	SERVER	9875	Test data	2020-06-24 21:15:08.044687	admin	waltz-sample
119	SOURCE	SERVER	9831	Test data	2020-06-24 21:15:08.044702	admin	waltz-sample
119	TARGET	SERVER	513	Test data	2020-06-24 21:15:08.044706	admin	waltz-sample
120	SOURCE	SERVER	5984	Test data	2020-06-24 21:15:08.044718	admin	waltz-sample
120	TARGET	SERVER	749	Test data	2020-06-24 21:15:08.044723	admin	waltz-sample
121	SOURCE	SERVER	7281	Test data	2020-06-24 21:15:08.044733	admin	waltz-sample
121	TARGET	SERVER	5685	Test data	2020-06-24 21:15:08.045113	admin	waltz-sample
124	SOURCE	SERVER	7747	Test data	2020-06-24 21:15:08.045507	admin	waltz-sample
124	TARGET	SERVER	1541	Test data	2020-06-24 21:15:08.045514	admin	waltz-sample
126	TARGET	SERVER	7866	Test data	2020-06-24 21:15:08.04553	admin	waltz-sample
127	SOURCE	SERVER	3785	Test data	2020-06-24 21:15:08.045541	admin	waltz-sample
127	TARGET	SERVER	1033	Test data	2020-06-24 21:15:08.045545	admin	waltz-sample
129	SOURCE	SERVER	6935	Test data	2020-06-24 21:15:08.04556	admin	waltz-sample
129	TARGET	SERVER	5008	Test data	2020-06-24 21:15:08.045565	admin	waltz-sample
130	TARGET	SERVER	3313	Test data	2020-06-24 21:15:08.045576	admin	waltz-sample
131	SOURCE	SERVER	590	Test data	2020-06-24 21:15:08.045586	admin	waltz-sample
132	TARGET	SERVER	6764	Test data	2020-06-24 21:15:08.045596	admin	waltz-sample
134	SOURCE	SERVER	2571	Test data	2020-06-24 21:15:08.045612	admin	waltz-sample
134	TARGET	SERVER	6128	Test data	2020-06-24 21:15:08.045616	admin	waltz-sample
135	SOURCE	SERVER	5805	Test data	2020-06-24 21:15:08.045626	admin	waltz-sample
137	TARGET	SERVER	3807	Test data	2020-06-24 21:15:08.045641	admin	waltz-sample
140	SOURCE	SERVER	6695	Test data	2020-06-24 21:15:08.045655	admin	waltz-sample
140	TARGET	SERVER	6791	Test data	2020-06-24 21:15:08.04566	admin	waltz-sample
141	SOURCE	SERVER	3714	Test data	2020-06-24 21:15:08.045669	admin	waltz-sample
141	TARGET	SERVER	6800	Test data	2020-06-24 21:15:08.045674	admin	waltz-sample
142	SOURCE	SERVER	5805	Test data	2020-06-24 21:15:08.045683	admin	waltz-sample
142	TARGET	SERVER	9544	Test data	2020-06-24 21:15:08.045688	admin	waltz-sample
144	SOURCE	SERVER	3785	Test data	2020-06-24 21:15:08.045699	admin	waltz-sample
145	SOURCE	SERVER	9656	Test data	2020-06-24 21:15:08.045709	admin	waltz-sample
145	TARGET	SERVER	7417	Test data	2020-06-24 21:15:08.045714	admin	waltz-sample
148	SOURCE	SERVER	6922	Test data	2020-06-24 21:15:08.045728	admin	waltz-sample
148	TARGET	SERVER	2887	Test data	2020-06-24 21:15:08.045733	admin	waltz-sample
153	SOURCE	SERVER	6554	Test data	2020-06-24 21:15:08.04575	admin	waltz-sample
153	TARGET	SERVER	5628	Test data	2020-06-24 21:15:08.045755	admin	waltz-sample
155	SOURCE	SERVER	4685	Test data	2020-06-24 21:15:08.045767	admin	waltz-sample
160	SOURCE	SERVER	7081	Test data	2020-06-24 21:15:08.045801	admin	waltz-sample
160	TARGET	SERVER	6867	Test data	2020-06-24 21:15:08.045808	admin	waltz-sample
162	SOURCE	SERVER	99	Test data	2020-06-24 21:15:08.045828	admin	waltz-sample
163	SOURCE	SERVER	7281	Test data	2020-06-24 21:15:08.046501	admin	waltz-sample
164	SOURCE	SERVER	6336	Test data	2020-06-24 21:15:08.046559	admin	waltz-sample
164	TARGET	SERVER	8942	Test data	2020-06-24 21:15:08.04657	admin	waltz-sample
165	SOURCE	SERVER	1503	Test data	2020-06-24 21:15:08.046593	admin	waltz-sample
165	TARGET	SERVER	5909	Test data	2020-06-24 21:15:08.046602	admin	waltz-sample
170	SOURCE	SERVER	1462	Test data	2020-06-24 21:15:08.046635	admin	waltz-sample
170	TARGET	SERVER	5779	Test data	2020-06-24 21:15:08.047206	admin	waltz-sample
171	SOURCE	SERVER	4535	Test data	2020-06-24 21:15:08.047229	admin	waltz-sample
171	TARGET	SERVER	7114	Test data	2020-06-24 21:15:08.04724	admin	waltz-sample
172	SOURCE	SERVER	4673	Test data	2020-06-24 21:15:08.047253	admin	waltz-sample
172	TARGET	SERVER	7934	Test data	2020-06-24 21:15:08.047257	admin	waltz-sample
173	TARGET	SERVER	8407	Test data	2020-06-24 21:15:08.047268	admin	waltz-sample
177	SOURCE	SERVER	6020	Test data	2020-06-24 21:15:08.047284	admin	waltz-sample
177	TARGET	SERVER	283	Test data	2020-06-24 21:15:08.047289	admin	waltz-sample
179	SOURCE	SERVER	5698	Test data	2020-06-24 21:15:08.047312	admin	waltz-sample
179	TARGET	SERVER	7514	Test data	2020-06-24 21:15:08.047319	admin	waltz-sample
180	SOURCE	SERVER	8351	Test data	2020-06-24 21:15:08.047745	admin	waltz-sample
180	TARGET	SERVER	8016	Test data	2020-06-24 21:15:08.047751	admin	waltz-sample
185	SOURCE	SERVER	1620	Test data	2020-06-24 21:15:08.047773	admin	waltz-sample
185	TARGET	SERVER	576	Test data	2020-06-24 21:15:08.048207	admin	waltz-sample
187	TARGET	SERVER	8735	Test data	2020-06-24 21:15:08.048226	admin	waltz-sample
188	SOURCE	SERVER	3153	Test data	2020-06-24 21:15:08.048236	admin	waltz-sample
189	TARGET	SERVER	6762	Test data	2020-06-24 21:15:08.048247	admin	waltz-sample
191	SOURCE	SERVER	8536	Test data	2020-06-24 21:15:08.04826	admin	waltz-sample
191	TARGET	SERVER	7423	Test data	2020-06-24 21:15:08.048265	admin	waltz-sample
192	SOURCE	SERVER	2493	Test data	2020-06-24 21:15:08.048274	admin	waltz-sample
192	TARGET	SERVER	959	Test data	2020-06-24 21:15:08.048279	admin	waltz-sample
194	SOURCE	SERVER	2321	Test data	2020-06-24 21:15:08.048704	admin	waltz-sample
194	TARGET	SERVER	7375	Test data	2020-06-24 21:15:08.04871	admin	waltz-sample
196	SOURCE	SERVER	1506	Test data	2020-06-24 21:15:08.048728	admin	waltz-sample
196	TARGET	SERVER	179	Test data	2020-06-24 21:15:08.048733	admin	waltz-sample
197	SOURCE	SERVER	4472	Test data	2020-06-24 21:15:08.048743	admin	waltz-sample
197	TARGET	SERVER	5909	Test data	2020-06-24 21:15:08.048747	admin	waltz-sample
203	SOURCE	SERVER	5582	Test data	2020-06-24 21:15:08.048766	admin	waltz-sample
203	TARGET	SERVER	3805	Test data	2020-06-24 21:15:08.048771	admin	waltz-sample
207	SOURCE	SERVER	6742	Test data	2020-06-24 21:15:08.048786	admin	waltz-sample
207	TARGET	SERVER	312	Test data	2020-06-24 21:15:08.048791	admin	waltz-sample
208	SOURCE	SERVER	8977	Test data	2020-06-24 21:15:08.0488	admin	waltz-sample
208	TARGET	SERVER	4145	Test data	2020-06-24 21:15:08.049218	admin	waltz-sample
209	SOURCE	SERVER	1233	Test data	2020-06-24 21:15:08.049233	admin	waltz-sample
211	TARGET	SERVER	5394	Test data	2020-06-24 21:15:08.049246	admin	waltz-sample
212	SOURCE	SERVER	8961	Test data	2020-06-24 21:15:08.049821	admin	waltz-sample
212	TARGET	SERVER	9256	Test data	2020-06-24 21:15:08.04983	admin	waltz-sample
213	SOURCE	SERVER	3153	Test data	2020-06-24 21:15:08.050273	admin	waltz-sample
213	TARGET	SERVER	5553	Test data	2020-06-24 21:15:08.050279	admin	waltz-sample
214	SOURCE	SERVER	9546	Test data	2020-06-24 21:15:08.050295	admin	waltz-sample
214	TARGET	SERVER	8792	Test data	2020-06-24 21:15:08.050299	admin	waltz-sample
215	SOURCE	SERVER	6371	Test data	2020-06-24 21:15:08.050309	admin	waltz-sample
215	TARGET	SERVER	1864	Test data	2020-06-24 21:15:08.050314	admin	waltz-sample
222	SOURCE	SERVER	2883	Test data	2020-06-24 21:15:08.050748	admin	waltz-sample
222	TARGET	SERVER	57	Test data	2020-06-24 21:15:08.050754	admin	waltz-sample
225	SOURCE	SERVER	1483	Test data	2020-06-24 21:15:08.050775	admin	waltz-sample
225	TARGET	SERVER	3401	Test data	2020-06-24 21:15:08.05078	admin	waltz-sample
228	SOURCE	SERVER	5344	Test data	2020-06-24 21:15:08.050797	admin	waltz-sample
228	TARGET	SERVER	6363	Test data	2020-06-24 21:15:08.050801	admin	waltz-sample
229	TARGET	SERVER	905	Test data	2020-06-24 21:15:08.050814	admin	waltz-sample
231	SOURCE	SERVER	2939	Test data	2020-06-24 21:15:08.050826	admin	waltz-sample
231	TARGET	SERVER	8680	Test data	2020-06-24 21:15:08.05083	admin	waltz-sample
232	SOURCE	SERVER	7555	Test data	2020-06-24 21:15:08.05084	admin	waltz-sample
232	TARGET	SERVER	7500	Test data	2020-06-24 21:15:08.050845	admin	waltz-sample
233	SOURCE	SERVER	7555	Test data	2020-06-24 21:15:08.050854	admin	waltz-sample
233	TARGET	SERVER	8203	Test data	2020-06-24 21:15:08.050859	admin	waltz-sample
234	SOURCE	SERVER	2939	Test data	2020-06-24 21:15:08.050868	admin	waltz-sample
234	TARGET	SERVER	1780	Test data	2020-06-24 21:15:08.050872	admin	waltz-sample
235	TARGET	SERVER	290	Test data	2020-06-24 21:15:08.051295	admin	waltz-sample
236	SOURCE	SERVER	4927	Test data	2020-06-24 21:15:08.05131	admin	waltz-sample
236	TARGET	SERVER	690	Test data	2020-06-24 21:15:08.051315	admin	waltz-sample
239	SOURCE	SERVER	4495	Test data	2020-06-24 21:15:08.051747	admin	waltz-sample
239	TARGET	SERVER	8918	Test data	2020-06-24 21:15:08.051757	admin	waltz-sample
240	TARGET	SERVER	3829	Test data	2020-06-24 21:15:08.051779	admin	waltz-sample
243	SOURCE	SERVER	5827	Test data	2020-06-24 21:15:08.051808	admin	waltz-sample
244	SOURCE	SERVER	9561	Test data	2020-06-24 21:15:08.051826	admin	waltz-sample
244	TARGET	SERVER	781	Test data	2020-06-24 21:15:08.051832	admin	waltz-sample
247	SOURCE	SERVER	2590	Test data	2020-06-24 21:15:08.051853	admin	waltz-sample
251	SOURCE	SERVER	363	Test data	2020-06-24 21:15:08.051876	admin	waltz-sample
251	TARGET	SERVER	9548	Test data	2020-06-24 21:15:08.051883	admin	waltz-sample
254	SOURCE	SERVER	5201	Test data	2020-06-24 21:15:08.052572	admin	waltz-sample
257	SOURCE	SERVER	1047	Test data	2020-06-24 21:15:08.052631	admin	waltz-sample
257	TARGET	SERVER	2026	Test data	2020-06-24 21:15:08.053202	admin	waltz-sample
262	SOURCE	SERVER	8020	Test data	2020-06-24 21:15:08.053254	admin	waltz-sample
262	TARGET	SERVER	553	Test data	2020-06-24 21:15:08.053833	admin	waltz-sample
264	SOURCE	SERVER	7956	Test data	2020-06-24 21:15:08.053859	admin	waltz-sample
264	TARGET	SERVER	4985	Test data	2020-06-24 21:15:08.053865	admin	waltz-sample
269	SOURCE	SERVER	3870	Test data	2020-06-24 21:15:08.053883	admin	waltz-sample
270	SOURCE	SERVER	3890	Test data	2020-06-24 21:15:08.054348	admin	waltz-sample
271	TARGET	SERVER	5622	Test data	2020-06-24 21:15:08.054425	admin	waltz-sample
274	SOURCE	SERVER	5911	Test data	2020-06-24 21:15:08.054466	admin	waltz-sample
274	TARGET	SERVER	9376	Test data	2020-06-24 21:15:08.054471	admin	waltz-sample
277	SOURCE	SERVER	4728	Test data	2020-06-24 21:15:08.054483	admin	waltz-sample
281	SOURCE	SERVER	1563	Test data	2020-06-24 21:15:08.054497	admin	waltz-sample
281	TARGET	SERVER	509	Test data	2020-06-24 21:15:08.054501	admin	waltz-sample
283	TARGET	SERVER	4812	Test data	2020-06-24 21:15:08.054512	admin	waltz-sample
284	SOURCE	SERVER	4069	Test data	2020-06-24 21:15:08.054521	admin	waltz-sample
284	TARGET	SERVER	9079	Test data	2020-06-24 21:15:08.054525	admin	waltz-sample
285	SOURCE	SERVER	4540	Test data	2020-06-24 21:15:08.054534	admin	waltz-sample
285	TARGET	SERVER	8559	Test data	2020-06-24 21:15:08.054538	admin	waltz-sample
288	SOURCE	SERVER	6728	Test data	2020-06-24 21:15:08.054554	admin	waltz-sample
288	TARGET	SERVER	4892	Test data	2020-06-24 21:15:08.054558	admin	waltz-sample
290	SOURCE	SERVER	6728	Test data	2020-06-24 21:15:08.054568	admin	waltz-sample
290	TARGET	SERVER	7794	Test data	2020-06-24 21:15:08.054573	admin	waltz-sample
292	SOURCE	SERVER	1470	Test data	2020-06-24 21:15:08.054583	admin	waltz-sample
298	SOURCE	SERVER	9833	Test data	2020-06-24 21:15:08.054598	admin	waltz-sample
298	TARGET	SERVER	45	Test data	2020-06-24 21:15:08.054603	admin	waltz-sample
304	SOURCE	SERVER	5911	Test data	2020-06-24 21:15:08.054617	admin	waltz-sample
304	TARGET	SERVER	2147	Test data	2020-06-24 21:15:08.054622	admin	waltz-sample
306	SOURCE	SERVER	1919	Test data	2020-06-24 21:15:08.055046	admin	waltz-sample
306	TARGET	SERVER	7788	Test data	2020-06-24 21:15:08.055053	admin	waltz-sample
310	SOURCE	SERVER	9792	Test data	2020-06-24 21:15:08.05508	admin	waltz-sample
311	SOURCE	SERVER	9325	Test data	2020-06-24 21:15:08.05509	admin	waltz-sample
311	TARGET	SERVER	2124	Test data	2020-06-24 21:15:08.055508	admin	waltz-sample
317	SOURCE	SERVER	1763	Test data	2020-06-24 21:15:08.055538	admin	waltz-sample
319	SOURCE	SERVER	1563	Test data	2020-06-24 21:15:08.055552	admin	waltz-sample
326	SOURCE	SERVER	2820	Test data	2020-06-24 21:15:08.055569	admin	waltz-sample
326	TARGET	SERVER	4001	Test data	2020-06-24 21:15:08.055574	admin	waltz-sample
327	SOURCE	SERVER	1631	Test data	2020-06-24 21:15:08.055582	admin	waltz-sample
327	TARGET	SERVER	3017	Test data	2020-06-24 21:15:08.055586	admin	waltz-sample
328	SOURCE	SERVER	5741	Test data	2020-06-24 21:15:08.055595	admin	waltz-sample
328	TARGET	SERVER	323	Test data	2020-06-24 21:15:08.055599	admin	waltz-sample
331	SOURCE	SERVER	7423	Test data	2020-06-24 21:15:08.055611	admin	waltz-sample
331	TARGET	SERVER	996	Test data	2020-06-24 21:15:08.055615	admin	waltz-sample
334	SOURCE	SERVER	302	Test data	2020-06-24 21:15:08.055626	admin	waltz-sample
334	TARGET	SERVER	6141	Test data	2020-06-24 21:15:08.056071	admin	waltz-sample
336	SOURCE	SERVER	9881	Test data	2020-06-24 21:15:08.0565	admin	waltz-sample
336	TARGET	SERVER	1352	Test data	2020-06-24 21:15:08.056506	admin	waltz-sample
338	SOURCE	SERVER	559	Test data	2020-06-24 21:15:08.056519	admin	waltz-sample
338	TARGET	SERVER	1376	Test data	2020-06-24 21:15:08.056524	admin	waltz-sample
341	SOURCE	SERVER	998	Test data	2020-06-24 21:15:08.056536	admin	waltz-sample
341	TARGET	SERVER	1638	Test data	2020-06-24 21:15:08.05654	admin	waltz-sample
343	TARGET	SERVER	1166	Test data	2020-06-24 21:15:08.05655	admin	waltz-sample
344	SOURCE	SERVER	4015	Test data	2020-06-24 21:15:08.056972	admin	waltz-sample
344	TARGET	SERVER	5037	Test data	2020-06-24 21:15:08.056978	admin	waltz-sample
350	SOURCE	SERVER	6880	Test data	2020-06-24 21:15:08.056997	admin	waltz-sample
350	TARGET	SERVER	70	Test data	2020-06-24 21:15:08.057001	admin	waltz-sample
354	TARGET	SERVER	9544	Test data	2020-06-24 21:15:08.057014	admin	waltz-sample
359	SOURCE	SERVER	2545	Test data	2020-06-24 21:15:08.057502	admin	waltz-sample
359	TARGET	SERVER	9057	Test data	2020-06-24 21:15:08.057509	admin	waltz-sample
360	SOURCE	SERVER	4175	Test data	2020-06-24 21:15:08.057957	admin	waltz-sample
360	TARGET	SERVER	6622	Test data	2020-06-24 21:15:08.057965	admin	waltz-sample
363	SOURCE	SERVER	7822	Test data	2020-06-24 21:15:08.057981	admin	waltz-sample
363	TARGET	SERVER	1220	Test data	2020-06-24 21:15:08.057986	admin	waltz-sample
364	SOURCE	SERVER	3725	Test data	2020-06-24 21:15:08.057994	admin	waltz-sample
364	TARGET	SERVER	749	Test data	2020-06-24 21:15:08.057999	admin	waltz-sample
367	SOURCE	SERVER	6271	Test data	2020-06-24 21:15:08.058011	admin	waltz-sample
368	SOURCE	SERVER	7991	Test data	2020-06-24 21:15:08.05802	admin	waltz-sample
368	TARGET	SERVER	357	Test data	2020-06-24 21:15:08.058024	admin	waltz-sample
369	SOURCE	SERVER	8841	Test data	2020-06-24 21:15:08.058033	admin	waltz-sample
369	TARGET	SERVER	5133	Test data	2020-06-24 21:15:08.058037	admin	waltz-sample
371	SOURCE	SERVER	8401	Test data	2020-06-24 21:15:08.058047	admin	waltz-sample
371	TARGET	SERVER	7659	Test data	2020-06-24 21:15:08.058052	admin	waltz-sample
372	SOURCE	SERVER	8022	Test data	2020-06-24 21:15:08.05806	admin	waltz-sample
372	TARGET	SERVER	3012	Test data	2020-06-24 21:15:08.058065	admin	waltz-sample
379	SOURCE	SERVER	2643	Test data	2020-06-24 21:15:08.05808	admin	waltz-sample
379	TARGET	SERVER	4663	Test data	2020-06-24 21:15:08.058085	admin	waltz-sample
380	SOURCE	SERVER	1415	Test data	2020-06-24 21:15:08.058093	admin	waltz-sample
380	TARGET	SERVER	5157	Test data	2020-06-24 21:15:08.058097	admin	waltz-sample
382	SOURCE	SERVER	7405	Test data	2020-06-24 21:15:08.05811	admin	waltz-sample
382	TARGET	SERVER	7956	Test data	2020-06-24 21:15:08.058114	admin	waltz-sample
384	SOURCE	SERVER	2119	Test data	2020-06-24 21:15:08.058545	admin	waltz-sample
384	TARGET	SERVER	1272	Test data	2020-06-24 21:15:08.058563	admin	waltz-sample
386	SOURCE	SERVER	8081	Test data	2020-06-24 21:15:08.058577	admin	waltz-sample
386	TARGET	SERVER	5186	Test data	2020-06-24 21:15:08.058581	admin	waltz-sample
388	SOURCE	SERVER	284	Test data	2020-06-24 21:15:08.05859	admin	waltz-sample
388	TARGET	SERVER	2681	Test data	2020-06-24 21:15:08.058594	admin	waltz-sample
389	SOURCE	SERVER	803	Test data	2020-06-24 21:15:08.058602	admin	waltz-sample
390	TARGET	SERVER	5037	Test data	2020-06-24 21:15:08.058619	admin	waltz-sample
392	SOURCE	SERVER	8265	Test data	2020-06-24 21:15:08.059043	admin	waltz-sample
392	TARGET	SERVER	3741	Test data	2020-06-24 21:15:08.059048	admin	waltz-sample
393	SOURCE	SERVER	9333	Test data	2020-06-24 21:15:08.05906	admin	waltz-sample
393	TARGET	SERVER	6357	Test data	2020-06-24 21:15:08.059064	admin	waltz-sample
394	SOURCE	SERVER	1313	Test data	2020-06-24 21:15:08.059071	admin	waltz-sample
395	SOURCE	SERVER	819	Test data	2020-06-24 21:15:08.05908	admin	waltz-sample
395	TARGET	SERVER	7005	Test data	2020-06-24 21:15:08.059083	admin	waltz-sample
398	SOURCE	SERVER	4528	Test data	2020-06-24 21:15:08.059093	admin	waltz-sample
398	TARGET	SERVER	7441	Test data	2020-06-24 21:15:08.059097	admin	waltz-sample
399	TARGET	SERVER	8671	Test data	2020-06-24 21:15:08.059105	admin	waltz-sample
401	SOURCE	SERVER	6456	Test data	2020-06-24 21:15:08.059114	admin	waltz-sample
401	TARGET	SERVER	4627	Test data	2020-06-24 21:15:08.059118	admin	waltz-sample
402	TARGET	SERVER	2357	Test data	2020-06-24 21:15:08.059126	admin	waltz-sample
403	SOURCE	SERVER	8512	Test data	2020-06-24 21:15:08.059133	admin	waltz-sample
403	TARGET	SERVER	4734	Test data	2020-06-24 21:15:08.059137	admin	waltz-sample
407	SOURCE	SERVER	9146	Test data	2020-06-24 21:15:08.059149	admin	waltz-sample
408	TARGET	SERVER	7664	Test data	2020-06-24 21:15:08.05957	admin	waltz-sample
412	SOURCE	SERVER	4929	Test data	2020-06-24 21:15:08.059591	admin	waltz-sample
412	TARGET	SERVER	2184	Test data	2020-06-24 21:15:08.059594	admin	waltz-sample
414	SOURCE	SERVER	4353	Test data	2020-06-24 21:15:08.059604	admin	waltz-sample
414	TARGET	SERVER	5233	Test data	2020-06-24 21:15:08.059607	admin	waltz-sample
415	TARGET	SERVER	9116	Test data	2020-06-24 21:15:08.060051	admin	waltz-sample
417	SOURCE	SERVER	4961	Test data	2020-06-24 21:15:08.060081	admin	waltz-sample
417	TARGET	SERVER	7252	Test data	2020-06-24 21:15:08.060086	admin	waltz-sample
