66	\N	Controlled Data Services	f	Preamble about Controlled Data Services, Lorem ipsum is a pseudo-Latin text used in web design, typography, layout, and printing in place of English to emphasise design elements over content. It's also called placeholder (or filler) text. It's a convenient tool for mock-ups	CAPABILITY _ 2000	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
68	\N	Enterprise Control	f	The overarching capability to control and report across the businesses.	CAPABILITY _ 4000	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
81	\N	Operations	f	Post Trade event Management Services	CAPABILITY _ 3000	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
86	\N	Reference Data Services	f	Preamble about Reference Data Services, Lorem ipsum is a pseudo-Latin text used in web design, typography, layout, and printing in place of English to emphasise design elements over content. It's also called placeholder (or filler) text. It's a convenient tool for mock-ups	CAPABILITY _ 5000	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
59	86	Calendar Services	t	Single reference services for calendar events. It is the consolidation of system and business events used to drive all of the applications across the globe.	CAPABILITY _ 5600	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
60	89	Cashflow Manager	t	Cashflow services for the bank. The consolidation and management of the cashflow ladders supporting the liquidity business.	CAPABILITY _ 1200	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
61	86	Client Services	t	All client services in the bank including data services and KYC.	CAPABILITY _ 5500	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
62	81	Client Reporting	t	Production of Client Statements and regulatory client submissions.	CAPABILITY _ 3600	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
63	81	Collateral Services	t	Collateral management for the bank. Including granting, verifying, and giving advice on collateral transactions in order to reduce credit risk in unsecured financial transactions.	CAPABILITY _ 3500	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
64	68	Compliance Services	t	The compliance department ensures that a bank does not cross the lines drawn by legislators, regulators or its board of directors.┬á	CAPABILITY _ 4300	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
69	89	EoD Analytics Services	t	Capability to produce the EoD measures to support Finance, Risk and Compliance.	CAPABILITY _ 1500	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
70	66	Explains	t	Preamble about Explains, Lorem ipsum is a pseudo-Latin text used in web design, typography, layout, and printing in place of English to emphasise design elements over content. It's also called placeholder (or filler) text. It's a convenient tool for mock-ups	CAPABILITY _ 2500	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
72	68	Finance	t	Management of the Banks balance sheet including Regulatory and Statuary reporting	CAPABILITY _ 4200	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
73	68	Fraud	t	Looking across the different communication and transaction channels to proactive track Fraud within the bank.	CAPABILITY _ 4400	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
74	86	Hierarchies	t	Capability to provide hierarchical information across the organisation. Including Legal, Management, Financial, Risk Hierarchites.	CAPABILITY _ 5200	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
75	86	Instrument	t	Capability to provide clean, consolidated instrument data to applications across teh bank	CAPABILITY _ 5300	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
76	66	Intraday Events	t	Preamble about Intraday Events, Lorem ipsum is a pseudo-Latin text used in web design, typography, layout, and printing in place of English to emphasise design elements over content. It's also called placeholder (or filler) text. It's a convenient tool for mock-ups	CAPABILITY _ 2100	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
77	89	Local Position Services	t	Front Office real-time Position Services	CAPABILITY _ 1400	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
78	89	Local Risk Services	t	Front Office Real Time Risk Services	CAPABILITY _ 1300	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
79	86	Market Data	t	Consolidation and distribution of market data across the banks systems	CAPABILITY _ 5400	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
80	81	Nostro	t	Services to facilitate Nostro management and external Nostro reconciliations	CAPABILITY _ 3400	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
82	81	Payments	t	Payment Capability provides outgoing transactions across numerous channels including SWIFT and BACS.	CAPABILITY _ 3300	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
83	66	P&L	t	Management and reporting of business P&L to support product control	CAPABILITY _ 2400	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
84	66	Positions	t	Preamble about Positions, Lorem ipsum is a pseudo-Latin text used in web design, typography, layout, and printing in place of English to emphasise design elements over content. It's also called placeholder (or filler) text. It's a convenient tool for mock-ups	CAPABILITY _ 2200	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
85	86	Product	t	Preamble about Product, Lorem ipsum is a pseudo-Latin text used in web design, typography, layout, and printing in place of English to emphasise design elements over content. It's also called placeholder (or filler) text. It's a convenient tool for mock-ups	CAPABILITY _ 5100	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
87	68	Risk	t	Management of the Bank various Risks	CAPABILITY _ 4100	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
88	66	Risk	t	Capability to provide the EoD Risk data across the different control functions	CAPABILITY _ 2600	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
89	\N	Sales & Trading	f	Ability to price and trade a product.	CAPABILITY _ 1000	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
93	\N	Data Management	f	Data Management Functions	CAPABILITY _ 6000	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
58	66	Balance Services	t	Capabilities to consolidate EoD balances and positions from the business and provide them to the Control Functions	CAPABILITY _ 2300	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
65	81	Confirmation Services	t	Third-party guaranty by a financial intermediary (such as a confirming house or a bank) to a seller (or exporter) that that a named buyer's (or importer's) letter of credit will be paid (honoured) if all conditions specified in it are met. Also called confirming.	CAPABILITY _ 3200	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
91	89	Trade Manager	t	Management of the Trade and it's life cycle events	CAPABILITY _ 1100	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
92	81	Trade Reporting	t	Regulatory Trade Reporting across the different business lines.	CAPABILITY _ 3700	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
94	93	ETL	t	Extract Transform Load	CAPABILITY _ 6100	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
95	93	Exceptions	t	Exception Management	CAPABILITY _ 6200	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
96	93	Log Management	t	Management of log files	CAPABILITY _ 6300	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
97	93	Security	t	Authentication and authorization	CAPABILITY _ 6400	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
98	93	Reporting	t	Report Generation	CAPABILITY _ 6500	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
99	\N	BCBS 239	f	BCBS 239 is the Basel Committee on Banking Supervision's regulation number 239. The subject title of the regulation is: Principles for effective risk data aggregation and risk reporting.	REGULATION _ 1000	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
100	99	Overarching governance and infrastructure	t	"A bank should have in place a strong governance framework, risk data architecture and IT infrastructure. These are preconditions to ensure compliance with the other Principles included in this document. In particular, a bankÔÇÖs board should oversee senior managementÔÇÖs ownership of implementing all the risk data aggregation and risk reporting principles and the strategy to meet them within a timeframe agreed with their supervisors. "	REGULATION _ 1100	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
101	99	Risk data aggregation capabilities	t	"Banks should develop and maintain strong risk data aggregation capabilities to ensure that risk management reports reflect the risks in a reliable way (ie meeting data aggregation expectations is necessary to meet reporting expectations). Compliance with these Principles should not be at the expense of each other. These risk data aggregation capabilities should meet all Principles below simultaneously in accordance with paragraph 22 of this document. "	REGULATION _ 1200	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
102	99	Risk reporting practices	t	"Accurate, complete and timely data is a foundation for effective risk management. However, data alone does not guarantee that the board and senior management will receive appropriate information to make effective decisions about risk. To manage risk effectively, the right information needs to be presented to the right people at the right time. Risk reports based on risk data should be accurate, clear and complete. They should contain the correct content and be presented to the appropriate decision-makers in a time that allows for an appropriate response. To effectively achieve their objectives, risk reports should comply with the following principles. Compliance with these principles should not be at the expense of each other in accordance with paragraph 22 of this document.ÔÇ¿"	REGULATION _ 1300	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
103	99	Supervisory review, tools and cooperation	t	"Supervisors will have an important role to play in monitoring and providing incentives for a bankÔÇÖs implementation of, and ongoing compliance with the Principles. They should also review compliance with the Principles across banks to determine whether the Principles themselves are achieving their desired outcome and whether further enhancements are required.ÔÇ¿"	REGULATION _ 1400	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
104	100	Governance	t	Principle 1 Governance ÔÇô A bankÔÇÖs risk data aggregation capabilities and risk reporting practices should be subject to strong governance arrangements consistent with other principles and guidance established by the Basel Committee.	REGULATION _ 1110	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
105	100	Data architecture and IT infrastructure	t	Principle 2 Data architecture and IT infrastructure ÔÇô A bank should design, build and maintain data architecture and IT infrastructure which fully supports its risk data aggregation capabilities and risk reporting practices not only in normal times but also during times of stress or crisis, while still meeting the other Principles.	REGULATION _ 1120	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
106	101	Accuracy and integrity	t	Principle 3 Accuracy and Integrity ÔÇô A bank should be able to generate accurate and reliable risk data to meet normal and stress/crisis reporting accuracy requirements. Data should be aggregated on a largely automated basis so as to minimise the probability of errors. A high level explanation for each principle can be found in Annex 2 of the legislation.[5]	REGULATION _ 1210	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
107	101	Completeness	t	Principle 4 Completeness ÔÇô A bank should be able to capture and aggregate all material risk data across the banking group. Data should be available by business line, legal entity, asset type, industry, region and other groupings, as relevant for the risk in question, that permit identifying and reporting risk exposures, concentrations and emerging risks.	REGULATION _ 1220	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
108	101	Timeliness	t	Principle 5 Timeliness ÔÇô A bank should be able to generate aggregate and up-to-date risk data in a timely manner while also meeting the principles relating to accuracy and integrity, completeness and adaptability. The precise timing will depend upon the nature and potential volatility of the risk being measured as well as its criticality to the overall risk profile of the bank. The precise timing will also depend on the bank-specific frequency requirements for risk management reporting, under both normal and stress/crisis situations, set based on the characteristics and overall risk profile of the bank.	REGULATION _ 1230	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
109	101	Adaptability	t	Principle 6 Adaptability ÔÇô A bank should be able to generate aggregate risk data to meet a broad range of on-demand, ad hoc risk management reporting requests, including requests during stress/crisis situations, requests due to changing internal needs and requests to meet supervisory queries.	REGULATION _ 1240	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
110	102	Accuracy	t	Principle 7 Accuracy - Risk management reports should accurately and precisely convey aggregated risk data and reflect risk in an exact manner. Reports should be reconciled and validated.	REGULATION _ 1310	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
111	102	Comprehensiveness	t	Principle 8 Comprehensiveness - Risk management reports should cover all material risk areas within the organisation. The depth and scope of these reports should be consistent with the size and complexity of the bankÔÇÖs operations and risk profile, as well as the requirements of the recipients.	REGULATION _ 1320	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
112	102	Clarity and usefulness	t	Principle 9 Clarity and usefulness - Risk management reports should communicate information in a clear and concise manner. Reports should be easy to understand yet comprehensive enough to facilitate informed decision-making. Reports should include an appropriate balance between risk data, analysis and interpretation, and qualitative explanations. Reports should include meaningful information tailored to the needs of the recipients.	REGULATION _ 1330	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
113	102	Frequency	t	Principle 10 Frequency - The board and senior management (or other recipients as appropriate) should set the frequency of risk management report production and distribution. Frequency requirements should reflect the needs of the recipients, the nature of the risk reported, and the speed at which the risk can change, as well as the importance of reports in contributing to sound risk management and effective and efficient decision-making across the bank. The frequency of reports should be increased during times of stress/crisis.	REGULATION _ 1340	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
114	102	Distribution	t	Principle 11 Distribution - Risk management reports should be distributed to the relevant parties and while ensuring confidentiality is maintained.	REGULATION _ 1350	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
115	103	Review	t	Principle 12 Review - Supervisors should periodically review and evaluate a bankÔÇÖs compliance with the eleven Principles above.	REGULATION _ 1410	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
116	103	Remedial actions and supervisory measures	t	Principle 13 Remedial actions and supervisory measures - Supervisors should have and use the appropriate tools and resources to require effective and timely remedial action by a bank to address deficiencies in its risk data aggregation capabilities and risk reporting practices. Supervisors should have the ability to use a range of tools, including Pillar 2.	REGULATION _ 1420	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
117	103	Home/host cooperation	t	Principle 14 Home/host cooperation - Supervisors should cooperate with relevant supervisors in other jurisdictions regarding the supervision and review of the Principles, and the implementation of any remedial action if necessary.	REGULATION _ 1430	2020-06-24 22:14:57.931574	admin	waltz-sample	6	\N	ACTIVE	\N
90	81	Settlements	t	Bank settlement system across all business lines. Providing aggregation of settlement instructions for efficiency.	SETTLEMENT	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	ACTIVE	\N
71	65	Fail Management	t	Management of assets and debts incurred whn a client defaults.	CAPABILITY _ 3210	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	REMOVED	\N
67	65	Dispute Management	t	Dispute management facilitates rapid and efficient resolution of disputes between clients.	CAPABILITY _ 3220	2020-06-24 22:14:57.591747	admin	waltz-sample	1	\N	REMOVED	\N
67459	67227	fads	t	fads.0.4.6	.0.4.6	2022-09-13 17:20:46.52	admin	stress	7	.0.4	ACTIVE	\N
67605	\N	bluehearts	t	bluehearts.1	.1	2022-09-13 17:20:46.521	admin	stress	7		ACTIVE	\N
68572	68568	vassalic	t	vassalic.1.3.3.4#3	.1.3.3.4#3	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3.4	ACTIVE	\N
68573	68568	retaped	t	retaped.1.3.3.4#4	.1.3.3.4#4	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3.4	ACTIVE	\N
68574	68568	subjectivistic	t	subjectivistic.1.3.3.4#5	.1.3.3.4#5	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3.4	ACTIVE	\N
68575	68568	gan	t	gan.1.3.3.4#6	.1.3.3.4#6	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3.4	ACTIVE	\N
68576	68568	crucified	t	crucified.1.3.3.4#7	.1.3.3.4#7	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3.4	ACTIVE	\N
68577	68568	perichdria	t	perichdria.1.3.3.4#8	.1.3.3.4#8	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3.4	ACTIVE	\N
68578	68529	misadrest	t	misadrest.1.3.3.5	.1.3.3.5	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3	ACTIVE	\N
68579	68578	wasted	t	wasted.1.3.3.5#0	.1.3.3.5#0	2022-09-13 17:20:46.528	admin	stress	7	.1.3.3.5	ACTIVE	\N
68742	68735	fylfots	t	fylfots.1.3.6.1#6	.1.3.6.1#6	2022-09-13 17:20:46.529	admin	stress	7	.1.3.6.1	ACTIVE	\N
69035	69032	spridhogue	t	spridhogue.1.4.6.4#2	.1.4.6.4#2	2022-09-13 17:20:46.531	admin	stress	7	.1.4.6.4	ACTIVE	\N
69103	\N	penuries	t	penuries.2	.2	2022-09-13 17:20:46.531	admin	stress	7		ACTIVE	\N
69212	69208	vilipends	t	vilipends.2.0.1.4#3	.2.0.1.4#3	2022-09-13 17:20:46.531	admin	stress	7	.2.0.1.4	ACTIVE	\N
69329	69326	hookum	t	hookum.2.0.4.0#2	.2.0.4.0#2	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.0	ACTIVE	\N
69330	69326	nonvesicular	t	nonvesicular.2.0.4.0#3	.2.0.4.0#3	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.0	ACTIVE	\N
69331	69326	unviolableness	t	unviolableness.2.0.4.0#4	.2.0.4.0#4	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.0	ACTIVE	\N
69332	69326	edibleness	t	edibleness.2.0.4.0#5	.2.0.4.0#5	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.0	ACTIVE	\N
69333	69326	tridymite	t	tridymite.2.0.4.0#6	.2.0.4.0#6	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.0	ACTIVE	\N
69334	69325	allusiveness	t	allusiveness.2.0.4.1	.2.0.4.1	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4	ACTIVE	\N
69335	69334	asiarch	t	asiarch.2.0.4.1#0	.2.0.4.1#0	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69336	69334	eophyton	t	eophyton.2.0.4.1#1	.2.0.4.1#1	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69337	69334	scare	t	scare.2.0.4.1#2	.2.0.4.1#2	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69338	69334	transcended	t	transcended.2.0.4.1#3	.2.0.4.1#3	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69339	69334	prezone	t	prezone.2.0.4.1#4	.2.0.4.1#4	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69340	69334	amylophagia	t	amylophagia.2.0.4.1#5	.2.0.4.1#5	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69341	69334	sabaean	t	sabaean.2.0.4.1#6	.2.0.4.1#6	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69342	69334	persistency	t	persistency.2.0.4.1#7	.2.0.4.1#7	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.1	ACTIVE	\N
69343	69325	shandies	t	shandies.2.0.4.2	.2.0.4.2	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4	ACTIVE	\N
69344	69343	vervains	t	vervains.2.0.4.2#0	.2.0.4.2#0	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.2	ACTIVE	\N
69345	69343	untempestuous	t	untempestuous.2.0.4.2#1	.2.0.4.2#1	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.2	ACTIVE	\N
69346	69343	squashers	t	squashers.2.0.4.2#2	.2.0.4.2#2	2022-09-13 17:20:46.532	admin	stress	7	.2.0.4.2	ACTIVE	\N
