40	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
42	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
44	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
46	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
47	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
50	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
51	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
53	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
54	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
55	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
58	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
59	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
61	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
64	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
66	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
68	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
71	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
74	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
76	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
78	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
79	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
83	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
85	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
91	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
92	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
94	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
96	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
97	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
99	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
100	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
101	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
105	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
107	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
108	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
110	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
111	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
112	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
113	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
115	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
120	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
122	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
127	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
129	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
130	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
133	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
134	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
136	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
138	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
139	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
140	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
141	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
142	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
143	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
144	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
148	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
150	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
151	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
153	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
155	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
157	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
159	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
160	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
161	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
165	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
166	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
167	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
168	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
170	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
171	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
173	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
180	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
181	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
184	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
185	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
187	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
188	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
190	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
191	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
193	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
199	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
206	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
209	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
210	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
212	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
214	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
220	CHANGE_INITIATIVE	3	33	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
221	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
229	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
230	CHANGE_INITIATIVE	3	31	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
231	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
232	CHANGE_INITIATIVE	3	32	sample data	2020-06-24 22:15:04.085571	admin	waltz-sample	f
1	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
2	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
8	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
9	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
15	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
16	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
22	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
23	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
29	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
30	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
36	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
37	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
43	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
44	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
50	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
51	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
57	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
58	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
64	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
65	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
71	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
72	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
78	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
79	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
85	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
86	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
92	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
93	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
99	APPLICATION	4	33	\N	2021-02-05 10:35:48.286736	admin	TEST	f
100	APPLICATION	4	32	\N	2021-02-05 10:35:48.286736	admin	TEST	f
51	APPLICATION	14	26		2022-08-02 19:52:35.931	admin	waltz	f
101	APPLICATION	25	40	\N	2022-08-27 21:43:49.65	test	waltz	f
101	APPLICATION	26	41	\N	2022-08-27 21:43:49.702	test	waltz	f
89	APPLICATION	14	27	Hush hush, need to know only.	2022-06-20 13:56:08.135	admin	waltz	f
101	APPLICATION	27	40	\N	2022-08-27 21:43:49.728	test	waltz	f
101	APPLICATION	28	40	\N	2022-08-27 21:43:49.752	test	waltz	f
101	APPLICATION	30	40	\N	2022-08-27 21:43:49.801	test	waltz	f
101	APPLICATION	29	41		2022-08-27 21:47:08.649	anonymous	waltz	f
91	APPLICATION	4	33	dsfsdfdas	2022-06-22 13:12:34.471	admin	waltz	f
90	APPLICATION	4	32	sdffdsfsasdasd	2022-06-22 15:09:26.324	admin	waltz	f
90	APPLICATION	14	28	sdsdad	2022-06-22 16:45:31.632	admin	waltz	f
\.


