18	DB_LON_12_1	DB_INST_12	Microsoft	SQL Server	1.0.1	ext_12_1	\N	RETIRING	RANDOM_GENERATOR
19	DB_LON_84_4	DB_INST_84	Oracle	Oracle	1.0.1	ext_84_4	2022-06-24	INACTIVE	RANDOM_GENERATOR
20	DB_LON_38_2	DB_INST_38	Microsoft	SQL Server	1.0.1	ext_38_2	2022-12-24	RETIRING	RANDOM_GENERATOR
21	DB_LON_49_4	DB_INST_49	Oracle	Oracle	1.0.1	ext_49_4	\N	UNKNOWN	RANDOM_GENERATOR
22	DB_LON_141_0	DB_INST_141	Microsoft	SQL Server	1.0.1	ext_141_0	\N	RETIRING	RANDOM_GENERATOR
23	DB_LON_118_3	DB_INST_118	Oracle	Oracle	1.0.1	ext_118_3	\N	INACTIVE	RANDOM_GENERATOR
24	DB_LON_95_0	DB_INST_95	Microsoft	SQL Server	1.0.1	ext_95_0	\N	INACTIVE	RANDOM_GENERATOR
25	DB_LON_87_4	DB_INST_87	Microsoft	SQL Server	1.0.1	ext_87_4	\N	ACTIVE	RANDOM_GENERATOR
26	DB_LON_118_0	DB_INST_118	Oracle	Oracle	1.0.1	ext_118_0	2019-12-24	UNKNOWN	RANDOM_GENERATOR
27	DB_LON_86_3	DB_INST_86	Oracle	Oracle	1.0.1	ext_86_3	\N	BUILDING	RANDOM_GENERATOR
28	DB_LON_23_7	DB_INST_23	Microsoft	SQL Server	1.0.1	ext_23_7	\N	UNKNOWN	RANDOM_GENERATOR
29	DB_LON_42_2	DB_INST_42	Microsoft	SQL Server	1.0.1	ext_42_2	\N	ACTIVE	RANDOM_GENERATOR
30	DB_LON_16_3	DB_INST_16	Microsoft	SQL Server	1.0.1	ext_16_3	\N	RETIRING	RANDOM_GENERATOR
31	DB_LON_143_1	DB_INST_143	Microsoft	SQL Server	1.0.1	ext_143_1	\N	ACTIVE	RANDOM_GENERATOR
32	DB_LON_25_1	DB_INST_25	Oracle	Oracle	1.0.1	ext_25_1	2020-11-24	RETIRING	RANDOM_GENERATOR
33	DB_LON_79_1	DB_INST_79	Microsoft	SQL Server	1.0.1	ext_79_1	\N	BUILDING	RANDOM_GENERATOR
34	DB_LON_17_8	DB_INST_17	Microsoft	SQL Server	1.0.1	ext_17_8	\N	RETIRING	RANDOM_GENERATOR
35	DB_LON_122_8	DB_INST_122	Microsoft	SQL Server	1.0.1	ext_122_8	2022-11-24	UNKNOWN	RANDOM_GENERATOR
36	DB_LON_8_4	DB_INST_8	Oracle	Oracle	1.0.1	ext_8_4	\N	INACTIVE	RANDOM_GENERATOR
37	DB_LON_1_3	DB_INST_1	Microsoft	SQL Server	1.0.1	ext_1_3	2022-06-24	ACTIVE	RANDOM_GENERATOR
38	DB_LON_93_6	DB_INST_93	Microsoft	SQL Server	1.0.1	ext_93_6	\N	UNKNOWN	RANDOM_GENERATOR
39	DB_LON_38_1	DB_INST_38	Microsoft	SQL Server	1.0.1	ext_38_1	2021-06-24	INACTIVE	RANDOM_GENERATOR
40	DB_LON_111_6	DB_INST_111	Microsoft	SQL Server	1.0.1	ext_111_6	\N	UNKNOWN	RANDOM_GENERATOR
41	DB_LON_79_3	DB_INST_79	Oracle	Oracle	1.0.1	ext_79_3	2023-03-24	BUILDING	RANDOM_GENERATOR
42	DB_LON_51_1	DB_INST_51	Microsoft	SQL Server	1.0.1	ext_51_1	\N	INACTIVE	RANDOM_GENERATOR
43	DB_LON_63_1	DB_INST_63	Microsoft	SQL Server	1.0.1	ext_63_1	2019-02-24	RETIRING	RANDOM_GENERATOR
44	DB_LON_133_0	DB_INST_133	Oracle	Oracle	1.0.1	ext_133_0	\N	ACTIVE	RANDOM_GENERATOR
45	DB_LON_20_1	DB_INST_20	Microsoft	SQL Server	1.0.1	ext_20_1	2018-05-24	ACTIVE	RANDOM_GENERATOR
46	DB_LON_10_8	DB_INST_10	Microsoft	SQL Server	1.0.1	ext_10_8	\N	BUILDING	RANDOM_GENERATOR
47	DB_LON_127_5	DB_INST_127	Oracle	Oracle	1.0.1	ext_127_5	\N	BUILDING	RANDOM_GENERATOR
48	DB_LON_45_6	DB_INST_45	Microsoft	SQL Server	1.0.1	ext_45_6	\N	RETIRING	RANDOM_GENERATOR
49	DB_LON_146_1	DB_INST_146	Oracle	Oracle	1.0.1	ext_146_1	\N	UNKNOWN	RANDOM_GENERATOR
50	DB_LON_52_2	DB_INST_52	Microsoft	SQL Server	1.0.1	ext_52_2	\N	BUILDING	RANDOM_GENERATOR
51	DB_LON_102_5	DB_INST_102	Oracle	Oracle	1.0.1	ext_102_5	\N	BUILDING	RANDOM_GENERATOR
52	DB_LON_105_2	DB_INST_105	Microsoft	SQL Server	1.0.1	ext_105_2	\N	ACTIVE	RANDOM_GENERATOR
53	DB_LON_114_1	DB_INST_114	Microsoft	SQL Server	1.0.1	ext_114_1	2023-02-24	UNKNOWN	RANDOM_GENERATOR
54	DB_LON_100_3	DB_INST_100	Oracle	Oracle	1.0.1	ext_100_3	\N	BUILDING	RANDOM_GENERATOR
55	DB_LON_83_1	DB_INST_83	Oracle	Oracle	1.0.1	ext_83_1	2022-12-24	UNKNOWN	RANDOM_GENERATOR
56	DB_LON_23_6	DB_INST_23	Oracle	Oracle	1.0.1	ext_23_6	\N	BUILDING	RANDOM_GENERATOR
57	DB_LON_104_0	DB_INST_104	Microsoft	SQL Server	1.0.1	ext_104_0	2021-12-24	BUILDING	RANDOM_GENERATOR
58	DB_LON_93_1	DB_INST_93	Oracle	Oracle	1.0.1	ext_93_1	\N	UNKNOWN	RANDOM_GENERATOR
59	DB_LON_30_3	DB_INST_30	Oracle	Oracle	1.0.1	ext_30_3	\N	UNKNOWN	RANDOM_GENERATOR
60	DB_LON_106_5	DB_INST_106	Oracle	Oracle	1.0.1	ext_106_5	\N	INACTIVE	RANDOM_GENERATOR
61	DB_LON_99_0	DB_INST_99	Microsoft	SQL Server	1.0.1	ext_99_0	2018-12-24	ACTIVE	RANDOM_GENERATOR
62	DB_LON_19_4	DB_INST_19	Microsoft	SQL Server	1.0.1	ext_19_4	2019-10-24	INACTIVE	RANDOM_GENERATOR
63	DB_LON_143_0	DB_INST_143	Oracle	Oracle	1.0.1	ext_143_0	\N	RETIRING	RANDOM_GENERATOR
64	DB_LON_123_3	DB_INST_123	Microsoft	SQL Server	1.0.1	ext_123_3	2018-01-24	BUILDING	RANDOM_GENERATOR
65	DB_LON_38_3	DB_INST_38	Microsoft	SQL Server	1.0.1	ext_38_3	\N	UNKNOWN	RANDOM_GENERATOR
66	DB_LON_85_2	DB_INST_85	Oracle	Oracle	1.0.1	ext_85_2	2018-01-24	ACTIVE	RANDOM_GENERATOR
67	DB_LON_112_5	DB_INST_112	Microsoft	SQL Server	1.0.1	ext_112_5	2021-04-24	UNKNOWN	RANDOM_GENERATOR
68	DB_LON_149_2	DB_INST_149	Oracle	Oracle	1.0.1	ext_149_2	2020-02-24	UNKNOWN	RANDOM_GENERATOR
69	DB_LON_141_3	DB_INST_141	Oracle	Oracle	1.0.1	ext_141_3	\N	INACTIVE	RANDOM_GENERATOR
70	DB_LON_56_1	DB_INST_56	Oracle	Oracle	1.0.1	ext_56_1	\N	UNKNOWN	RANDOM_GENERATOR
71	DB_LON_118_5	DB_INST_118	Oracle	Oracle	1.0.1	ext_118_5	\N	RETIRING	RANDOM_GENERATOR
72	DB_LON_48_6	DB_INST_48	Oracle	Oracle	1.0.1	ext_48_6	2022-02-24	INACTIVE	RANDOM_GENERATOR
73	DB_LON_101_2	DB_INST_101	Microsoft	SQL Server	1.0.1	ext_101_2	2018-02-24	ACTIVE	RANDOM_GENERATOR
74	DB_LON_122_5	DB_INST_122	Oracle	Oracle	1.0.1	ext_122_5	2018-03-24	RETIRING	RANDOM_GENERATOR
75	DB_LON_83_2	DB_INST_83	Microsoft	SQL Server	1.0.1	ext_83_2	2018-10-24	ACTIVE	RANDOM_GENERATOR
76	DB_LON_128_4	DB_INST_128	Oracle	Oracle	1.0.1	ext_128_4	\N	RETIRING	RANDOM_GENERATOR
77	DB_LON_1_4	DB_INST_1	Microsoft	SQL Server	1.0.1	ext_1_4	\N	UNKNOWN	RANDOM_GENERATOR
78	DB_LON_84_6	DB_INST_84	Oracle	Oracle	1.0.1	ext_84_6	2021-04-24	INACTIVE	RANDOM_GENERATOR
79	DB_LON_49_0	DB_INST_49	Oracle	Oracle	1.0.1	ext_49_0	\N	BUILDING	RANDOM_GENERATOR
80	DB_LON_5_0	DB_INST_5	Microsoft	SQL Server	1.0.1	ext_5_0	\N	UNKNOWN	RANDOM_GENERATOR
81	DB_LON_51_4	DB_INST_51	Microsoft	SQL Server	1.0.1	ext_51_4	\N	BUILDING	RANDOM_GENERATOR
82	DB_LON_54_5	DB_INST_54	Microsoft	SQL Server	1.0.1	ext_54_5	\N	INACTIVE	RANDOM_GENERATOR
83	DB_LON_78_5	DB_INST_78	Oracle	Oracle	1.0.1	ext_78_5	2018-06-24	BUILDING	RANDOM_GENERATOR
84	DB_LON_82_6	DB_INST_82	Oracle	Oracle	1.0.1	ext_82_6	\N	BUILDING	RANDOM_GENERATOR
85	DB_LON_128_3	DB_INST_128	Microsoft	SQL Server	1.0.1	ext_128_3	\N	ACTIVE	RANDOM_GENERATOR
86	DB_LON_74_7	DB_INST_74	Oracle	Oracle	1.0.1	ext_74_7	\N	BUILDING	RANDOM_GENERATOR
87	DB_LON_13_3	DB_INST_13	Microsoft	SQL Server	1.0.1	ext_13_3	\N	UNKNOWN	RANDOM_GENERATOR
88	DB_LON_114_3	DB_INST_114	Oracle	Oracle	1.0.1	ext_114_3	\N	BUILDING	RANDOM_GENERATOR
89	DB_LON_78_4	DB_INST_78	Oracle	Oracle	1.0.1	ext_78_4	\N	BUILDING	RANDOM_GENERATOR
90	DB_LON_84_0	DB_INST_84	Oracle	Oracle	1.0.1	ext_84_0	\N	ACTIVE	RANDOM_GENERATOR
91	DB_LON_149_4	DB_INST_149	Oracle	Oracle	1.0.1	ext_149_4	\N	BUILDING	RANDOM_GENERATOR
92	DB_LON_71_0	DB_INST_71	Microsoft	SQL Server	1.0.1	ext_71_0	2021-11-24	BUILDING	RANDOM_GENERATOR
93	DB_LON_96_4	DB_INST_96	Oracle	Oracle	1.0.1	ext_96_4	2020-11-24	RETIRING	RANDOM_GENERATOR
94	DB_LON_116_0	DB_INST_116	Microsoft	SQL Server	1.0.1	ext_116_0	2018-01-24	RETIRING	RANDOM_GENERATOR
95	DB_LON_96_2	DB_INST_96	Microsoft	SQL Server	1.0.1	ext_96_2	\N	INACTIVE	RANDOM_GENERATOR
96	DB_LON_51_3	DB_INST_51	Oracle	Oracle	1.0.1	ext_51_3	2022-01-24	INACTIVE	RANDOM_GENERATOR
97	DB_LON_102_0	DB_INST_102	Oracle	Oracle	1.0.1	ext_102_0	\N	BUILDING	RANDOM_GENERATOR
98	DB_LON_24_7	DB_INST_24	Oracle	Oracle	1.0.1	ext_24_7	\N	BUILDING	RANDOM_GENERATOR
99	DB_LON_5_2	DB_INST_5	Oracle	Oracle	1.0.1	ext_5_2	2022-05-24	RETIRING	RANDOM_GENERATOR
100	DB_LON_32_0	DB_INST_32	Microsoft	SQL Server	1.0.1	ext_32_0	\N	UNKNOWN	RANDOM_GENERATOR
101	DB_LON_144_6	DB_INST_144	Oracle	Oracle	1.0.1	ext_144_6	\N	UNKNOWN	RANDOM_GENERATOR
102	DB_LON_99_1	DB_INST_99	Microsoft	SQL Server	1.0.1	ext_99_1	\N	INACTIVE	RANDOM_GENERATOR
103	DB_LON_59_1	DB_INST_59	Microsoft	SQL Server	1.0.1	ext_59_1	2019-12-24	UNKNOWN	RANDOM_GENERATOR
104	DB_LON_133_2	DB_INST_133	Oracle	Oracle	1.0.1	ext_133_2	\N	BUILDING	RANDOM_GENERATOR
105	DB_LON_74_2	DB_INST_74	Oracle	Oracle	1.0.1	ext_74_2	\N	BUILDING	RANDOM_GENERATOR
106	DB_LON_89_2	DB_INST_89	Oracle	Oracle	1.0.1	ext_89_2	2020-08-24	UNKNOWN	RANDOM_GENERATOR
107	DB_LON_5_1	DB_INST_5	Oracle	Oracle	1.0.1	ext_5_1	2019-02-24	ACTIVE	RANDOM_GENERATOR
108	DB_LON_21_3	DB_INST_21	Microsoft	SQL Server	1.0.1	ext_21_3	\N	BUILDING	RANDOM_GENERATOR
109	DB_LON_54_0	DB_INST_54	Oracle	Oracle	1.0.1	ext_54_0	\N	ACTIVE	RANDOM_GENERATOR
110	DB_LON_18_0	DB_INST_18	Oracle	Oracle	1.0.1	ext_18_0	\N	RETIRING	RANDOM_GENERATOR
111	DB_LON_68_1	DB_INST_68	Microsoft	SQL Server	1.0.1	ext_68_1	2022-09-24	UNKNOWN	RANDOM_GENERATOR
112	DB_LON_127_7	DB_INST_127	Oracle	Oracle	1.0.1	ext_127_7	2019-08-24	BUILDING	RANDOM_GENERATOR
113	DB_LON_33_1	DB_INST_33	Microsoft	SQL Server	1.0.1	ext_33_1	2020-08-24	UNKNOWN	RANDOM_GENERATOR
114	DB_LON_10_4	DB_INST_10	Microsoft	SQL Server	1.0.1	ext_10_4	2019-06-24	ACTIVE	RANDOM_GENERATOR
115	DB_LON_35_1	DB_INST_35	Oracle	Oracle	1.0.1	ext_35_1	\N	ACTIVE	RANDOM_GENERATOR
116	DB_LON_147_2	DB_INST_147	Oracle	Oracle	1.0.1	ext_147_2	\N	BUILDING	RANDOM_GENERATOR
117	DB_LON_51_5	DB_INST_51	Microsoft	SQL Server	1.0.1	ext_51_5	\N	RETIRING	RANDOM_GENERATOR
118	DB_LON_112_3	DB_INST_112	Microsoft	SQL Server	1.0.1	ext_112_3	\N	UNKNOWN	RANDOM_GENERATOR
119	DB_LON_78_3	DB_INST_78	Oracle	Oracle	1.0.1	ext_78_3	2018-09-24	UNKNOWN	RANDOM_GENERATOR
120	DB_LON_111_0	DB_INST_111	Microsoft	SQL Server	1.0.1	ext_111_0	\N	RETIRING	RANDOM_GENERATOR
121	DB_LON_43_1	DB_INST_43	Microsoft	SQL Server	1.0.1	ext_43_1	\N	BUILDING	RANDOM_GENERATOR
122	DB_LON_12_2	DB_INST_12	Oracle	Oracle	1.0.1	ext_12_2	\N	BUILDING	RANDOM_GENERATOR
123	DB_LON_96_3	DB_INST_96	Oracle	Oracle	1.0.1	ext_96_3	\N	ACTIVE	RANDOM_GENERATOR
124	DB_LON_45_7	DB_INST_45	Oracle	Oracle	1.0.1	ext_45_7	2019-04-24	ACTIVE	RANDOM_GENERATOR
125	DB_LON_28_0	DB_INST_28	Oracle	Oracle	1.0.1	ext_28_0	2017-07-24	BUILDING	RANDOM_GENERATOR
126	DB_LON_78_1	DB_INST_78	Microsoft	SQL Server	1.0.1	ext_78_1	\N	RETIRING	RANDOM_GENERATOR
127	DB_LON_143_6	DB_INST_143	Microsoft	SQL Server	1.0.1	ext_143_6	\N	BUILDING	RANDOM_GENERATOR
128	DB_LON_49_1	DB_INST_49	Oracle	Oracle	1.0.1	ext_49_1	2021-08-24	ACTIVE	RANDOM_GENERATOR
129	DB_LON_81_2	DB_INST_81	Microsoft	SQL Server	1.0.1	ext_81_2	\N	BUILDING	RANDOM_GENERATOR
130	DB_LON_143_7	DB_INST_143	Microsoft	SQL Server	1.0.1	ext_143_7	2020-08-24	UNKNOWN	RANDOM_GENERATOR
131	DB_LON_110_2	DB_INST_110	Oracle	Oracle	1.0.1	ext_110_2	\N	RETIRING	RANDOM_GENERATOR
132	DB_LON_77_1	DB_INST_77	Microsoft	SQL Server	1.0.1	ext_77_1	\N	BUILDING	RANDOM_GENERATOR
133	DB_LON_6_1	DB_INST_6	Oracle	Oracle	1.0.1	ext_6_1	2022-03-24	BUILDING	RANDOM_GENERATOR
134	DB_LON_114_5	DB_INST_114	Microsoft	SQL Server	1.0.1	ext_114_5	2019-02-24	ACTIVE	RANDOM_GENERATOR
135	DB_LON_104_1	DB_INST_104	Oracle	Oracle	1.0.1	ext_104_1	\N	ACTIVE	RANDOM_GENERATOR
136	DB_LON_65_0	DB_INST_65	Oracle	Oracle	1.0.1	ext_65_0	2018-12-24	RETIRING	RANDOM_GENERATOR
137	DB_LON_80_4	DB_INST_80	Microsoft	SQL Server	1.0.1	ext_80_4	\N	ACTIVE	RANDOM_GENERATOR
138	DB_LON_24_4	DB_INST_24	Oracle	Oracle	1.0.1	ext_24_4	\N	RETIRING	RANDOM_GENERATOR
139	DB_LON_39_7	DB_INST_39	Microsoft	SQL Server	1.0.1	ext_39_7	2019-03-24	ACTIVE	RANDOM_GENERATOR
140	DB_LON_149_3	DB_INST_149	Microsoft	SQL Server	1.0.1	ext_149_3	\N	UNKNOWN	RANDOM_GENERATOR
141	DB_LON_100_2	DB_INST_100	Oracle	Oracle	1.0.1	ext_100_2	2022-03-24	BUILDING	RANDOM_GENERATOR
142	DB_LON_4_1	DB_INST_4	Microsoft	SQL Server	1.0.1	ext_4_1	\N	RETIRING	RANDOM_GENERATOR
143	DB_LON_134_0	DB_INST_134	Oracle	Oracle	1.0.1	ext_134_0	\N	UNKNOWN	RANDOM_GENERATOR
144	DB_LON_48_5	DB_INST_48	Microsoft	SQL Server	1.0.1	ext_48_5	2022-05-24	UNKNOWN	RANDOM_GENERATOR
145	DB_LON_11_2	DB_INST_11	Microsoft	SQL Server	1.0.1	ext_11_2	2020-06-24	RETIRING	RANDOM_GENERATOR
146	DB_LON_90_0	DB_INST_90	Microsoft	SQL Server	1.0.1	ext_90_0	\N	UNKNOWN	RANDOM_GENERATOR
147	DB_LON_95_2	DB_INST_95	Oracle	Oracle	1.0.1	ext_95_2	\N	UNKNOWN	RANDOM_GENERATOR
148	DB_LON_115_1	DB_INST_115	Oracle	Oracle	1.0.1	ext_115_1	2020-03-24	BUILDING	RANDOM_GENERATOR
149	DB_LON_27_4	DB_INST_27	Oracle	Oracle	1.0.1	ext_27_4	\N	BUILDING	RANDOM_GENERATOR
150	DB_LON_144_3	DB_INST_144	Microsoft	SQL Server	1.0.1	ext_144_3	\N	UNKNOWN	RANDOM_GENERATOR
151	DB_LON_117_0	DB_INST_117	Oracle	Oracle	1.0.1	ext_117_0	2022-03-24	ACTIVE	RANDOM_GENERATOR
152	DB_LON_61_3	DB_INST_61	Microsoft	SQL Server	1.0.1	ext_61_3	\N	BUILDING	RANDOM_GENERATOR
153	DB_LON_93_5	DB_INST_93	Oracle	Oracle	1.0.1	ext_93_5	\N	ACTIVE	RANDOM_GENERATOR
154	DB_LON_31_4	DB_INST_31	Microsoft	SQL Server	1.0.1	ext_31_4	2019-10-24	ACTIVE	RANDOM_GENERATOR
155	DB_LON_5_4	DB_INST_5	Oracle	Oracle	1.0.1	ext_5_4	\N	BUILDING	RANDOM_GENERATOR
156	DB_LON_143_4	DB_INST_143	Oracle	Oracle	1.0.1	ext_143_4	2023-04-24	INACTIVE	RANDOM_GENERATOR
157	DB_LON_130_2	DB_INST_130	Oracle	Oracle	1.0.1	ext_130_2	\N	RETIRING	RANDOM_GENERATOR
158	DB_LON_118_6	DB_INST_118	Oracle	Oracle	1.0.1	ext_118_6	\N	ACTIVE	RANDOM_GENERATOR
159	DB_LON_11_3	DB_INST_11	Oracle	Oracle	1.0.1	ext_11_3	\N	INACTIVE	RANDOM_GENERATOR
160	DB_LON_47_6	DB_INST_47	Microsoft	SQL Server	1.0.1	ext_47_6	2018-02-24	INACTIVE	RANDOM_GENERATOR
161	DB_LON_36_5	DB_INST_36	Microsoft	SQL Server	1.0.1	ext_36_5	\N	INACTIVE	RANDOM_GENERATOR
162	DB_LON_REF_DATA	DB_INST_REF_DATA	Oracle	Oracle	1.0.2	ext_ref_data	\N	UNKNOWN	RANDOM_GENERATOR
163	DB_LON_122_1	DB_INST_122	Microsoft	SQL Server	1.0.1	ext_122_1	\N	BUILDING	RANDOM_GENERATOR
164	DB_LON_106_3	DB_INST_106	Microsoft	SQL Server	1.0.1	ext_106_3	2017-06-24	RETIRING	RANDOM_GENERATOR
165	DB_LON_88_3	DB_INST_88	Oracle	Oracle	1.0.1	ext_88_3	\N	BUILDING	RANDOM_GENERATOR
166	DB_LON_80_1	DB_INST_80	Microsoft	SQL Server	1.0.1	ext_80_1	\N	RETIRING	RANDOM_GENERATOR
167	DB_LON_10_7	DB_INST_10	Oracle	Oracle	1.0.1	ext_10_7	\N	RETIRING	RANDOM_GENERATOR
168	DB_LON_47_5	DB_INST_47	Microsoft	SQL Server	1.0.1	ext_47_5	2018-08-24	RETIRING	RANDOM_GENERATOR
169	DB_LON_127_2	DB_INST_127	Oracle	Oracle	1.0.1	ext_127_2	2021-06-24	UNKNOWN	RANDOM_GENERATOR
170	DB_LON_100_1	DB_INST_100	Oracle	Oracle	1.0.1	ext_100_1	2022-11-24	INACTIVE	RANDOM_GENERATOR
171	DB_LON_5_3	DB_INST_5	Oracle	Oracle	1.0.1	ext_5_3	\N	UNKNOWN	RANDOM_GENERATOR
172	DB_LON_23_2	DB_INST_23	Oracle	Oracle	1.0.1	ext_23_2	\N	UNKNOWN	RANDOM_GENERATOR
173	DB_LON_87_6	DB_INST_87	Microsoft	SQL Server	1.0.1	ext_87_6	\N	INACTIVE	RANDOM_GENERATOR
174	DB_LON_102_2	DB_INST_102	Microsoft	SQL Server	1.0.1	ext_102_2	\N	INACTIVE	RANDOM_GENERATOR
175	DB_LON_146_0	DB_INST_146	Oracle	Oracle	1.0.1	ext_146_0	\N	ACTIVE	RANDOM_GENERATOR
176	DB_LON_115_2	DB_INST_115	Oracle	Oracle	1.0.1	ext_115_2	\N	INACTIVE	RANDOM_GENERATOR
177	DB_LON_51_0	DB_INST_51	Oracle	Oracle	1.0.1	ext_51_0	2019-01-24	RETIRING	RANDOM_GENERATOR
178	DB_LON_63_0	DB_INST_63	Microsoft	SQL Server	1.0.1	ext_63_0	2018-12-24	BUILDING	RANDOM_GENERATOR
179	DB_LON_127_0	DB_INST_127	Oracle	Oracle	1.0.1	ext_127_0	\N	ACTIVE	RANDOM_GENERATOR
180	DB_LON_48_0	DB_INST_48	Microsoft	SQL Server	1.0.1	ext_48_0	\N	ACTIVE	RANDOM_GENERATOR
181	DB_LON_40_3	DB_INST_40	Microsoft	SQL Server	1.0.1	ext_40_3	2022-10-24	ACTIVE	RANDOM_GENERATOR
182	DB_LON_27_2	DB_INST_27	Microsoft	SQL Server	1.0.1	ext_27_2	\N	BUILDING	RANDOM_GENERATOR
183	DB_LON_85_1	DB_INST_85	Microsoft	SQL Server	1.0.1	ext_85_1	2020-08-24	ACTIVE	RANDOM_GENERATOR
184	DB_LON_70_1	DB_INST_70	Oracle	Oracle	1.0.1	ext_70_1	\N	BUILDING	RANDOM_GENERATOR
185	DB_LON_137_0	DB_INST_137	Microsoft	SQL Server	1.0.1	ext_137_0	\N	INACTIVE	RANDOM_GENERATOR
186	DB_LON_69_3	DB_INST_69	Microsoft	SQL Server	1.0.1	ext_69_3	\N	RETIRING	RANDOM_GENERATOR
187	DB_LON_54_1	DB_INST_54	Oracle	Oracle	1.0.1	ext_54_1	\N	BUILDING	RANDOM_GENERATOR
188	DB_LON_141_7	DB_INST_141	Oracle	Oracle	1.0.1	ext_141_7	2022-01-24	RETIRING	RANDOM_GENERATOR
189	DB_LON_131_4	DB_INST_131	Microsoft	SQL Server	1.0.1	ext_131_4	2020-06-24	UNKNOWN	RANDOM_GENERATOR
190	DB_LON_6_2	DB_INST_6	Oracle	Oracle	1.0.1	ext_6_2	2019-12-24	ACTIVE	RANDOM_GENERATOR
191	DB_LON_142_3	DB_INST_142	Oracle	Oracle	1.0.1	ext_142_3	2018-09-24	UNKNOWN	RANDOM_GENERATOR
192	DB_LON_78_6	DB_INST_78	Microsoft	SQL Server	1.0.1	ext_78_6	2018-03-24	BUILDING	RANDOM_GENERATOR
193	DB_LON_106_1	DB_INST_106	Oracle	Oracle	1.0.1	ext_106_1	2018-04-24	BUILDING	RANDOM_GENERATOR
194	DB_LON_52_0	DB_INST_52	Oracle	Oracle	1.0.1	ext_52_0	\N	INACTIVE	RANDOM_GENERATOR
195	DB_LON_131_0	DB_INST_131	Microsoft	SQL Server	1.0.1	ext_131_0	2021-09-24	UNKNOWN	RANDOM_GENERATOR
196	DB_LON_92_2	DB_INST_92	Oracle	Oracle	1.0.1	ext_92_2	\N	BUILDING	RANDOM_GENERATOR
197	DB_LON_19_2	DB_INST_19	Microsoft	SQL Server	1.0.1	ext_19_2	2020-09-24	UNKNOWN	RANDOM_GENERATOR
198	DB_LON_117_2	DB_INST_117	Microsoft	SQL Server	1.0.1	ext_117_2	\N	UNKNOWN	RANDOM_GENERATOR
199	DB_LON_78_0	DB_INST_78	Oracle	Oracle	1.0.1	ext_78_0	\N	BUILDING	RANDOM_GENERATOR
200	DB_LON_20_3	DB_INST_20	Microsoft	SQL Server	1.0.1	ext_20_3	\N	ACTIVE	RANDOM_GENERATOR
201	DB_LON_78_2	DB_INST_78	Microsoft	SQL Server	1.0.1	ext_78_2	2017-09-24	INACTIVE	RANDOM_GENERATOR
202	DB_LON_122_2	DB_INST_122	Microsoft	SQL Server	1.0.1	ext_122_2	\N	BUILDING	RANDOM_GENERATOR
203	DB_LON_49_2	DB_INST_49	Oracle	Oracle	1.0.1	ext_49_2	\N	ACTIVE	RANDOM_GENERATOR
204	DB_LON_21_0	DB_INST_21	Oracle	Oracle	1.0.1	ext_21_0	\N	UNKNOWN	RANDOM_GENERATOR
