86	grd85c	Windows	Dallas	Vista	UK	f	waltz-sample	\N	2019-01-24	BUILDING	server-85
87	db86e	AIX	Oslo	2.0	UK	f	waltz-sample	\N	\N	INACTIVE	server-86
88	grd87e	Solaris	New York	Vista	UK	f	waltz-sample	2021-05-24	\N	INACTIVE	server-87
89	srv88e	AS/400	Bucharest	2.0	UK	t	waltz-sample	\N	\N	BUILDING	server-88
90	cmp89d	Windows	Dallas	1.1	UK	f	waltz-sample	\N	\N	ACTIVE	server-89
91	cmp90a	Linux	Croydon	Vista	UK	f	waltz-sample	2020-05-24	2020-05-24	INACTIVE	server-90
92	mid91b	AIX	Madrid	XP	UK	f	waltz-sample	\N	\N	ACTIVE	server-91
93	srv92a	Windows	Paris	1.1	UK	f	waltz-sample	\N	2019-01-24	BUILDING	server-92
94	mid93b	Solaris	London	Vista	UK	f	waltz-sample	2019-12-24	2022-06-24	BUILDING	server-93
95	srv94b	Linux	Austin	1.1	UK	f	waltz-sample	\N	\N	RETIRING	server-94
96	db95e	Linux	Sydney	1.1	UK	f	waltz-sample	\N	\N	INACTIVE	server-95
97	grd96a	Linux	Turin	3.0	UK	f	waltz-sample	\N	\N	ACTIVE	server-96
98	mid97a	AIX	Moscow	3.0	UK	f	waltz-sample	\N	\N	INACTIVE	server-97
99	db98d	Windows	Croydon	1.0	UK	f	waltz-sample	2021-09-24	\N	BUILDING	server-98
100	grd99c	Linux	Austin	2.0	UK	f	waltz-sample	2017-09-24	2020-12-24	BUILDING	server-99
101	grd100a	Solaris	Paris	1.1	UK	f	waltz-sample	\N	2018-06-24	UNKNOWN	server-100
102	grd101c	Windows	Bucharest	ME	UK	f	waltz-sample	\N	2019-02-24	BUILDING	server-101
103	cmp102a	Linux	Turin	ME	UK	f	waltz-sample	\N	2018-01-24	UNKNOWN	server-102
104	cmp103d	Linux	Manchester	2000	UK	t	waltz-sample	2022-02-24	\N	UNKNOWN	server-103
105	db104a	Windows	Berlin	XP	UK	f	waltz-sample	\N	2022-05-24	INACTIVE	server-104
106	srv105a	Windows	Turin	XP	UK	f	waltz-sample	\N	\N	BUILDING	server-105
107	cmp106b	AS/400	New York	1.1	UK	f	waltz-sample	\N	2019-08-24	BUILDING	server-106
108	mid107b	Solaris	Oslo	ME	UK	t	waltz-sample	\N	\N	ACTIVE	server-107
109	srv108e	Windows	New York	2.0	UK	f	waltz-sample	2019-10-24	\N	ACTIVE	server-108
110	mid109c	AS/400	Frankfurt	XP	UK	f	waltz-sample	\N	2017-06-24	INACTIVE	server-109
111	db110e	Solaris	Manchester	3.0	UK	f	waltz-sample	\N	\N	ACTIVE	server-110
112	db111c	AS/400	London	Vista	UK	f	waltz-sample	\N	2017-10-24	BUILDING	server-111
113	mid112e	AS/400	London	Vista	UK	f	waltz-sample	\N	2019-11-24	INACTIVE	server-112
114	srv113b	Linux	London	3.0	UK	t	waltz-sample	\N	2021-07-24	UNKNOWN	server-113
115	grd114b	AS/400	Turin	XP	UK	f	waltz-sample	\N	\N	UNKNOWN	server-114
116	db115d	AS/400	Paris	3.0	UK	f	waltz-sample	2018-02-24	2019-03-24	INACTIVE	server-115
117	srv116e	Solaris	Turin	XP	UK	t	waltz-sample	\N	2018-02-24	RETIRING	server-116
118	srv117c	Solaris	Paris	2000	UK	f	waltz-sample	\N	\N	INACTIVE	server-117
119	db118c	Linux	Redmond	2000	UK	t	waltz-sample	\N	2017-08-24	UNKNOWN	server-118
120	grd119c	Solaris	Manchester	2.0	UK	t	waltz-sample	2022-01-24	\N	INACTIVE	server-119
121	cmp120c	Linux	New York	1.1	UK	f	waltz-sample	\N	\N	ACTIVE	server-120
122	srv121c	Linux	Redmond	2.0	UK	f	waltz-sample	\N	2022-08-24	INACTIVE	server-121
123	cmp122e	Linux	Tokyo	1.1	UK	f	waltz-sample	2019-10-24	\N	RETIRING	server-122
124	grd123e	Solaris	Turin	2000	UK	f	waltz-sample	\N	2019-12-24	ACTIVE	server-123
125	db124b	Solaris	Turin	2.0	UK	f	waltz-sample	2017-12-24	\N	UNKNOWN	server-124
126	mid125c	AIX	Croydon	1.1	UK	f	waltz-sample	\N	2021-09-24	RETIRING	server-125
127	grd126a	Windows	Oslo	3.0	UK	t	waltz-sample	\N	2021-09-24	UNKNOWN	server-126
128	cmp127a	Linux	Frankfurt	1.1	UK	f	waltz-sample	2019-03-24	\N	ACTIVE	server-127
129	db128d	Windows	Redmond	Vista	UK	f	waltz-sample	\N	\N	ACTIVE	server-128
130	grd129c	Windows	Sydney	1.0	UK	f	waltz-sample	2021-02-24	2018-02-24	UNKNOWN	server-129
131	srv130a	Solaris	London	1.0	UK	f	waltz-sample	\N	\N	RETIRING	server-130
132	db131c	Linux	Moscow	1.0	UK	t	waltz-sample	\N	2018-12-24	UNKNOWN	server-131
133	grd132a	Linux	Dallas	2000	UK	f	waltz-sample	2021-08-24	\N	BUILDING	server-132
134	grd133a	Windows	Turin	ME	UK	t	waltz-sample	\N	\N	INACTIVE	server-133
135	srv134a	AIX	New York	2000	UK	t	waltz-sample	2017-12-24	\N	BUILDING	server-134
136	srv135d	Linux	Frankfurt	ME	UK	f	waltz-sample	2017-10-24	\N	ACTIVE	server-135
137	db136d	Windows	Turin	2.0	UK	t	waltz-sample	\N	2019-06-24	RETIRING	server-136
138	cmp137a	Linux	Frankfurt	2.0	UK	t	waltz-sample	\N	2019-10-24	BUILDING	server-137
139	grd138b	Solaris	Paris	1.1	UK	f	waltz-sample	\N	2023-02-24	BUILDING	server-138
140	srv139a	Linux	Bucharest	2.0	UK	f	waltz-sample	\N	\N	RETIRING	server-139
141	mid140a	AS/400	Madrid	XP	UK	f	waltz-sample	\N	\N	RETIRING	server-140
142	db141b	Windows	Moscow	1.1	UK	f	waltz-sample	2019-08-24	2022-09-24	ACTIVE	server-141
143	srv142b	Linux	Singapore	Vista	UK	t	waltz-sample	2022-02-24	2020-06-24	INACTIVE	server-142
144	mid143e	Linux	Bucharest	2.0	UK	f	waltz-sample	\N	2021-01-24	BUILDING	server-143
145	grd144b	Windows	Berlin	2000	UK	f	waltz-sample	\N	2022-05-24	BUILDING	server-144
146	srv145e	AS/400	Moscow	XP	UK	f	waltz-sample	\N	\N	BUILDING	server-145
147	grd146b	Linux	Dallas	1.1	UK	f	waltz-sample	\N	2021-09-24	UNKNOWN	server-146
148	grd147b	Linux	Croydon	Vista	UK	f	waltz-sample	\N	\N	ACTIVE	server-147
149	mid148d	Linux	Sydney	XP	UK	f	waltz-sample	\N	\N	ACTIVE	server-148
150	cmp149d	Linux	Paris	1.1	UK	f	waltz-sample	\N	\N	RETIRING	server-149
151	grd150c	Solaris	Austin	3.0	UK	f	waltz-sample	\N	\N	BUILDING	server-150
152	srv151d	AIX	Redmond	2000	UK	f	waltz-sample	\N	\N	RETIRING	server-151
153	mid152e	Solaris	Tokyo	2000	UK	t	waltz-sample	2021-04-24	2018-08-24	ACTIVE	server-152
154	mid153c	Windows	London	2000	UK	f	waltz-sample	\N	\N	UNKNOWN	server-153
155	db154c	Windows	Frankfurt	ME	UK	f	waltz-sample	\N	2019-03-24	ACTIVE	server-154
156	srv155b	Linux	London	2000	UK	f	waltz-sample	\N	\N	ACTIVE	server-155
157	cmp156e	Linux	London	ME	UK	f	waltz-sample	\N	2018-08-24	RETIRING	server-156
158	db157d	Windows	Dallas	3.0	UK	t	waltz-sample	2021-03-24	2020-04-24	RETIRING	server-157
159	db158c	Windows	Redmond	3.0	UK	t	waltz-sample	2020-06-24	2021-02-24	UNKNOWN	server-158
160	db159d	Solaris	Berlin	2.0	UK	t	waltz-sample	\N	2020-07-24	ACTIVE	server-159
161	db160c	Solaris	Oslo	Vista	UK	t	waltz-sample	2021-10-24	2021-04-24	ACTIVE	server-160
162	srv161c	Windows	Berlin	1.1	UK	f	waltz-sample	2020-12-24	\N	BUILDING	server-161
163	db162d	Solaris	Turin	3.0	UK	t	waltz-sample	\N	2023-01-24	INACTIVE	server-162
164	srv163e	Solaris	Sydney	ME	UK	t	waltz-sample	\N	\N	BUILDING	server-163
165	db164e	Solaris	Croydon	Vista	UK	f	waltz-sample	2017-10-24	\N	ACTIVE	server-164
166	srv165d	Windows	New York	3.0	UK	f	waltz-sample	2021-03-24	2020-03-24	ACTIVE	server-165
167	grd166b	Windows	Berlin	1.1	UK	f	waltz-sample	2017-08-24	\N	UNKNOWN	server-166
168	grd167b	Linux	Berlin	2000	UK	t	waltz-sample	\N	\N	ACTIVE	server-167
169	srv168b	AIX	London	XP	UK	f	waltz-sample	\N	2019-06-24	INACTIVE	server-168
170	db169e	Solaris	Sydney	Vista	UK	f	waltz-sample	2021-10-24	\N	INACTIVE	server-169
171	db170b	Linux	Frankfurt	3.0	UK	t	waltz-sample	2022-12-24	\N	RETIRING	server-170
172	mid171a	Solaris	Moscow	ME	UK	f	waltz-sample	\N	\N	UNKNOWN	server-171
173	srv172d	Linux	Berlin	XP	UK	f	waltz-sample	\N	2019-09-24	INACTIVE	server-172
174	db173b	AIX	Singapore	1.0	UK	f	waltz-sample	\N	2020-02-24	RETIRING	server-173
175	mid174a	AS/400	Turin	3.0	UK	f	waltz-sample	\N	2019-11-24	RETIRING	server-174
176	db175c	AS/400	Berlin	ME	UK	f	waltz-sample	\N	\N	BUILDING	server-175
177	grd176a	Linux	Berlin	1.1	UK	t	waltz-sample	\N	\N	ACTIVE	server-176
178	grd177a	Windows	Moscow	XP	UK	t	waltz-sample	\N	\N	INACTIVE	server-177
179	mid178a	Linux	Manchester	XP	UK	t	waltz-sample	2021-06-24	\N	INACTIVE	server-178
180	mid179a	Linux	Austin	3.0	UK	f	waltz-sample	2018-03-24	2020-05-24	RETIRING	server-179
181	srv180a	Solaris	Bucharest	3.0	UK	f	waltz-sample	\N	2022-05-24	ACTIVE	server-180
182	grd181b	Solaris	Oslo	Vista	UK	f	waltz-sample	\N	\N	BUILDING	server-181
183	srv182c	Solaris	Croydon	1.1	UK	f	waltz-sample	\N	\N	RETIRING	server-182
184	srv183b	AIX	New York	3.0	UK	f	waltz-sample	\N	2021-09-24	ACTIVE	server-183
185	srv184c	Solaris	Turin	XP	UK	t	waltz-sample	2018-01-24	2022-09-24	INACTIVE	server-184
186	db185a	Solaris	Tokyo	1.0	UK	f	waltz-sample	\N	\N	RETIRING	server-185
187	db186d	Solaris	Tokyo	Vista	UK	f	waltz-sample	\N	2018-01-24	ACTIVE	server-186
188	mid187a	Linux	London	ME	UK	t	waltz-sample	2019-07-24	2020-07-24	BUILDING	server-187
189	mid188e	Linux	Manchester	Vista	UK	f	waltz-sample	2017-10-24	2018-09-24	UNKNOWN	server-188
190	db189c	Solaris	Berlin	Vista	UK	f	waltz-sample	\N	2020-05-24	UNKNOWN	server-189
191	cmp190a	Windows	Berlin	Vista	UK	f	waltz-sample	2021-02-24	2019-05-24	UNKNOWN	server-190
192	mid191b	Linux	Manchester	2.0	UK	f	waltz-sample	2019-08-24	\N	UNKNOWN	server-191
193	srv192e	Windows	Dallas	Vista	UK	f	waltz-sample	2018-09-24	\N	ACTIVE	server-192
194	cmp193d	Windows	Bucharest	3.0	UK	f	waltz-sample	\N	\N	BUILDING	server-193
195	mid194c	Linux	Manchester	3.0	UK	f	waltz-sample	\N	2022-09-24	ACTIVE	server-194
196	mid195d	AIX	Turin	3.0	UK	t	waltz-sample	2022-09-24	\N	UNKNOWN	server-195
197	srv196c	Linux	Berlin	3.0	UK	f	waltz-sample	\N	2021-01-24	ACTIVE	server-196
198	grd197d	Linux	Frankfurt	ME	UK	f	waltz-sample	\N	2019-08-24	UNKNOWN	server-197
199	srv198a	AIX	Frankfurt	1.1	UK	f	waltz-sample	\N	\N	BUILDING	server-198
200	grd199d	Windows	Austin	Vista	UK	f	waltz-sample	\N	\N	BUILDING	server-199
201	db200a	Linux	Turin	3.0	UK	f	waltz-sample	2023-04-24	2021-10-24	ACTIVE	server-200
202	db201b	Linux	Moscow	1.1	UK	f	waltz-sample	2021-12-24	2020-09-24	RETIRING	server-201
203	cmp202c	Solaris	New York	Vista	UK	f	waltz-sample	\N	\N	INACTIVE	server-202
204	srv203b	AIX	Paris	2.0	UK	f	waltz-sample	\N	\N	ACTIVE	server-203
205	srv204e	AS/400	New York	1.1	UK	f	waltz-sample	\N	\N	INACTIVE	server-204
206	mid205e	Linux	Tokyo	Vista	UK	f	waltz-sample	2018-10-24	\N	UNKNOWN	server-205
207	mid206e	Solaris	Bucharest	ME	UK	f	waltz-sample	\N	\N	INACTIVE	server-206
208	db207d	AS/400	Croydon	2000	UK	f	waltz-sample	\N	\N	INACTIVE	server-207
209	grd208b	Windows	Singapore	1.0	UK	t	waltz-sample	\N	2019-01-24	BUILDING	server-208
210	srv209a	AS/400	Austin	2.0	UK	f	waltz-sample	\N	\N	INACTIVE	server-209
211	cmp210d	AS/400	London	2.0	UK	f	waltz-sample	2020-06-24	2019-01-24	RETIRING	server-210
212	cmp211d	Windows	Berlin	ME	UK	f	waltz-sample	2021-10-24	\N	BUILDING	server-211
213	db212d	Windows	London	3.0	UK	f	waltz-sample	2018-02-24	2022-12-24	BUILDING	server-212
214	cmp213a	Windows	Dallas	Vista	UK	f	waltz-sample	\N	2019-11-24	UNKNOWN	server-213
215	db214d	AIX	Redmond	3.0	UK	t	waltz-sample	2018-12-24	\N	ACTIVE	server-214
216	cmp215d	Solaris	London	3.0	UK	f	waltz-sample	\N	\N	ACTIVE	server-215
217	cmp216d	Solaris	Berlin	2.0	UK	f	waltz-sample	\N	2017-07-24	ACTIVE	server-216
218	cmp217a	Windows	London	3.0	UK	f	waltz-sample	2017-11-24	2018-11-24	ACTIVE	server-217
219	mid218d	Windows	Redmond	Vista	UK	f	waltz-sample	2018-02-24	\N	INACTIVE	server-218
220	cmp219c	Linux	Dallas	2000	UK	f	waltz-sample	\N	\N	ACTIVE	server-219
221	mid220d	Windows	Tokyo	3.0	UK	f	waltz-sample	2018-04-24	2018-02-24	UNKNOWN	server-220
222	mid221b	Windows	Singapore	XP	UK	f	waltz-sample	\N	\N	UNKNOWN	server-221
223	cmp222c	AIX	Redmond	2000	UK	f	waltz-sample	\N	\N	INACTIVE	server-222
224	grd223e	Windows	Frankfurt	2000	UK	f	waltz-sample	\N	2021-08-24	INACTIVE	server-223
225	srv224e	Solaris	Manchester	3.0	UK	f	waltz-sample	2020-07-24	2022-11-24	ACTIVE	server-224
226	mid225a	Linux	Frankfurt	2.0	UK	f	waltz-sample	2019-11-24	\N	ACTIVE	server-225
227	mid226a	Solaris	Madrid	XP	UK	f	waltz-sample	\N	\N	BUILDING	server-226
228	mid227e	Windows	London	1.1	UK	f	waltz-sample	\N	\N	ACTIVE	server-227
229	mid228d	Windows	Austin	3.0	UK	f	waltz-sample	\N	2017-12-24	BUILDING	server-228
230	db229d	AIX	Manchester	1.0	UK	t	waltz-sample	2017-11-24	\N	ACTIVE	server-229
231	db230c	Windows	London	ME	UK	f	waltz-sample	2018-03-24	\N	ACTIVE	server-230
232	mid231d	Solaris	Bucharest	2.0	UK	f	waltz-sample	\N	\N	UNKNOWN	server-231
233	db232c	Windows	Moscow	2000	UK	f	waltz-sample	\N	2019-03-24	UNKNOWN	server-232
234	cmp233c	Solaris	London	ME	UK	t	waltz-sample	2018-05-24	\N	BUILDING	server-233
235	srv234e	AS/400	Frankfurt	3.0	UK	t	waltz-sample	\N	\N	UNKNOWN	server-234
236	cmp235a	Linux	Croydon	Vista	UK	t	waltz-sample	\N	\N	ACTIVE	server-235
237	cmp236a	Linux	Singapore	2000	UK	f	waltz-sample	2020-05-24	\N	RETIRING	server-236
238	grd237b	Solaris	Dallas	1.0	UK	f	waltz-sample	\N	\N	ACTIVE	server-237
239	cmp238b	Solaris	Moscow	2000	UK	f	waltz-sample	2018-06-24	2021-12-24	BUILDING	server-238
240	grd239e	Solaris	Moscow	1.1	UK	f	waltz-sample	\N	2019-11-24	ACTIVE	server-239
241	db240c	Linux	London	3.0	UK	t	waltz-sample	\N	\N	INACTIVE	server-240
242	mid241b	Linux	Frankfurt	3.0	UK	f	waltz-sample	\N	\N	ACTIVE	server-241
243	db242c	Windows	Redmond	2.0	UK	f	waltz-sample	2019-11-24	\N	INACTIVE	server-242
244	cmp243d	Solaris	Oslo	2.0	UK	f	waltz-sample	\N	2021-11-24	ACTIVE	server-243
245	srv244b	Linux	London	2.0	UK	t	waltz-sample	\N	2019-02-24	RETIRING	server-244
246	db245c	AS/400	Austin	3.0	UK	f	waltz-sample	\N	2017-09-24	RETIRING	server-245
247	db246a	Windows	Turin	Vista	UK	f	waltz-sample	\N	2020-02-24	RETIRING	server-246
248	mid247a	Windows	Berlin	2000	UK	f	waltz-sample	2023-03-24	\N	BUILDING	server-247
249	db248a	Solaris	Berlin	Vista	UK	f	waltz-sample	2020-12-24	\N	INACTIVE	server-248
250	srv249c	Windows	London	2000	UK	t	waltz-sample	\N	\N	RETIRING	server-249
251	grd250b	AIX	Sydney	XP	UK	f	waltz-sample	\N	\N	UNKNOWN	server-250
252	grd251e	Linux	Croydon	2.0	UK	f	waltz-sample	2019-01-24	\N	BUILDING	server-251
253	db252d	Windows	Tokyo	3.0	UK	t	waltz-sample	\N	\N	UNKNOWN	server-252
254	db253c	Linux	Frankfurt	XP	UK	f	waltz-sample	2017-10-24	\N	ACTIVE	server-253
255	grd254b	Linux	Austin	2000	UK	f	waltz-sample	\N	\N	RETIRING	server-254
256	cmp255c	AS/400	Redmond	ME	UK	f	waltz-sample	\N	\N	ACTIVE	server-255
257	grd256e	Linux	Singapore	ME	UK	f	waltz-sample	\N	\N	INACTIVE	server-256
258	db257a	Solaris	New York	2.0	UK	f	waltz-sample	\N	2022-12-24	INACTIVE	server-257
259	srv258a	Linux	Austin	3.0	UK	f	waltz-sample	2017-06-24	\N	INACTIVE	server-258
260	srv259c	Linux	Bucharest	3.0	UK	f	waltz-sample	\N	2021-02-24	ACTIVE	server-259
261	db260c	Solaris	New York	Vista	UK	f	waltz-sample	\N	2021-02-24	UNKNOWN	server-260
262	cmp261a	Linux	Singapore	Vista	UK	f	waltz-sample	\N	\N	INACTIVE	server-261
263	grd262d	Solaris	Singapore	2000	UK	f	waltz-sample	2018-07-24	\N	RETIRING	server-262
264	srv263b	Windows	Singapore	XP	UK	f	waltz-sample	2022-02-24	\N	RETIRING	server-263
265	srv264a	Windows	Bucharest	Vista	UK	f	waltz-sample	\N	2022-07-24	ACTIVE	server-264
266	grd265b	Windows	Madrid	ME	UK	f	waltz-sample	2022-02-24	\N	UNKNOWN	server-265
267	grd266b	Linux	Singapore	3.0	UK	t	waltz-sample	2020-04-24	\N	BUILDING	server-266
268	mid267b	Solaris	Moscow	XP	UK	t	waltz-sample	2023-02-24	2019-05-24	ACTIVE	server-267
269	db268d	Linux	Madrid	3.0	UK	t	waltz-sample	\N	2019-03-24	ACTIVE	server-268
270	db269e	Windows	Paris	XP	UK	f	waltz-sample	2018-04-24	\N	RETIRING	server-269
271	db270e	Linux	Tokyo	Vista	UK	f	waltz-sample	\N	2018-03-24	ACTIVE	server-270
