APPLICATION	35	CONNECTION	0.460
APPLICATION	45	CONNECTION	0.616
APPLICATION	6	CONNECTION	0.460
APPLICATION	86	CONNECTION	0.282
APPLICATION	39	CONNECTION	0.743
APPLICATION	93	CONNECTION	0.696
APPLICATION	89	CONNECTION	0.712
APPLICATION	36	CONNECTION	0.565
APPLICATION	31	CONNECTION	0.178
APPLICATION	50	CONNECTION	0.460
APPLICATION	14	CONNECTION	0.500
APPLICATION	66	CONNECTION	0.282
APPLICATION	13	CONNECTION	0.356
APPLICATION	2	CONNECTION	0.460
APPLICATION	16	CONNECTION	0.565
APPLICATION	62	CONNECTION	0.282
APPLICATION	75	CONNECTION	0.178
APPLICATION	99	CONNECTION	0.534
APPLICATION	41	CONNECTION	0.356
APPLICATION	46	CONNECTION	0.565
APPLICATION	53	CONNECTION	0.178
APPLICATION	32	CONNECTION	0.847
APPLICATION	7	CONNECTION	0.592
APPLICATION	100	CONNECTION	0.565
APPLICATION	38	CONNECTION	0.638
APPLICATION	12	CONNECTION	0.460
APPLICATION	78	CONNECTION	0.638
APPLICATION	24	CONNECTION	0.500
APPLICATION	25	CONNECTION	0.638
APPLICATION	94	CONNECTION	0.500
APPLICATION	49	CONNECTION	0.414
APPLICATION	47	CONNECTION	0.898
APPLICATION	20	CONNECTION	0.000
APPLICATION	33	CONNECTION	0.356
APPLICATION	1	CONNECTION	0.500
APPLICATION	76	CONNECTION	0.356
APPLICATION	18	CONNECTION	0.178
APPLICATION	64	CONNECTION	0.806
APPLICATION	55	CONNECTION	0.460
APPLICATION	27	CONNECTION	0.414
APPLICATION	23	CONNECTION	0.616
APPLICATION	58	CONNECTION	0.414
APPLICATION	8	CONNECTION	0.534
APPLICATION	55	MEASURABLE	0.429
APPLICATION	27	MEASURABLE	0.071
APPLICATION	56	MEASURABLE	0.429
APPLICATION	91	MEASURABLE	0.714
APPLICATION	58	MEASURABLE	0.857
APPLICATION	8	MEASURABLE	0.429
APPLICATION	87	MEASURABLE	0.357
APPLICATION	74	MEASURABLE	0.500
APPLICATION	54	MEASURABLE	0.214
APPLICATION	29	MEASURABLE	0.500
APPLICATION	71	MEASURABLE	0.714
APPLICATION	4	MEASURABLE	0.857
APPLICATION	34	MEASURABLE	0.071
APPLICATION	51	MEASURABLE	0.857
APPLICATION	96	MEASURABLE	0.214
APPLICATION	80	MEASURABLE	0.500
APPLICATION	52	MEASURABLE	0.643
APPLICATION	70	MEASURABLE	0.429
APPLICATION	83	MEASURABLE	0.857
APPLICATION	67	MEASURABLE	0.571
APPLICATION	90	MEASURABLE	0.214
APPLICATION	10	MEASURABLE	0.929
APPLICATION	35	MEASURABLE	0.429
APPLICATION	45	MEASURABLE	0.714
APPLICATION	6	MEASURABLE	0.214
APPLICATION	84	MEASURABLE	0.357
APPLICATION	86	MEASURABLE	0.500
APPLICATION	39	MEASURABLE	0.143
APPLICATION	92	MEASURABLE	0.714
APPLICATION	93	MEASURABLE	0.500
APPLICATION	89	MEASURABLE	0.929
APPLICATION	36	MEASURABLE	0.357
APPLICATION	69	MEASURABLE	0.357
APPLICATION	31	MEASURABLE	0.143
APPLICATION	50	MEASURABLE	0.857
APPLICATION	60	MEASURABLE	0.929
APPLICATION	14	MEASURABLE	0.286
APPLICATION	97	MEASURABLE	1.000
APPLICATION	66	MEASURABLE	0.643
APPLICATION	22	MEASURABLE	0.429
APPLICATION	13	MEASURABLE	0.857
APPLICATION	65	MEASURABLE	0.929
APPLICATION	2	MEASURABLE	0.357
APPLICATION	62	MEASURABLE	0.143
APPLICATION	75	MEASURABLE	0.500
APPLICATION	98	MEASURABLE	0.071
APPLICATION	44	MEASURABLE	0.286
APPLICATION	11	MEASURABLE	0.643
APPLICATION	42	MEASURABLE	0.929
APPLICATION	99	MEASURABLE	0.500
APPLICATION	88	MEASURABLE	0.643
APPLICATION	82	MEASURABLE	0.143
APPLICATION	41	MEASURABLE	0.500
APPLICATION	40	MEASURABLE	0.571
APPLICATION	46	MEASURABLE	0.786
APPLICATION	43	MEASURABLE	0.286
APPLICATION	53	MEASURABLE	0.786
APPLICATION	32	MEASURABLE	0.571
APPLICATION	9	MEASURABLE	0.500
APPLICATION	7	MEASURABLE	0.500
APPLICATION	100	MEASURABLE	0.786
APPLICATION	38	MEASURABLE	0.786
APPLICATION	15	MEASURABLE	0.143
APPLICATION	79	MEASURABLE	0.643
APPLICATION	12	MEASURABLE	0.286
APPLICATION	26	MEASURABLE	0.143
APPLICATION	48	MEASURABLE	0.143
APPLICATION	85	MEASURABLE	0.429
APPLICATION	72	MEASURABLE	0.786
APPLICATION	95	MEASURABLE	0.429
APPLICATION	78	MEASURABLE	0.500
APPLICATION	57	MEASURABLE	0.857
APPLICATION	24	MEASURABLE	0.857
APPLICATION	19	MEASURABLE	0.071
APPLICATION	81	MEASURABLE	0.786
APPLICATION	61	MEASURABLE	0.643
APPLICATION	77	MEASURABLE	1.000
APPLICATION	25	MEASURABLE	0.571
APPLICATION	94	MEASURABLE	0.857
APPLICATION	30	MEASURABLE	0.857
APPLICATION	21	MEASURABLE	0.071
APPLICATION	49	MEASURABLE	0.643
APPLICATION	47	MEASURABLE	0.286
APPLICATION	3	MEASURABLE	0.857
APPLICATION	17	MEASURABLE	0.143
APPLICATION	37	MEASURABLE	0.786
APPLICATION	28	MEASURABLE	0.643
APPLICATION	20	MEASURABLE	0.786
APPLICATION	33	MEASURABLE	0.143
APPLICATION	1	MEASURABLE	0.786
APPLICATION	76	MEASURABLE	0.500
APPLICATION	5	MEASURABLE	0.571
APPLICATION	18	MEASURABLE	1.000
APPLICATION	64	MEASURABLE	0.929
\.


